COD_MUN;Município;UF;Município - UF;Mês;2022
6231;Biritiba-Mirim;SP;Biritiba-Mirim - SP;9;2.201.503,89
6231;Biritiba-Mirim;SP;Biritiba-Mirim - SP;10;2.044.582,42
6231;Biritiba-Mirim;SP;Biritiba-Mirim - SP;11;2.569.667,93
6231;Biritiba-Mirim;SP;Biritiba-Mirim - SP;12;4.303.397,80
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;1;1.428.236,27
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;2;1.993.697,37
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;3;1.208.660,27
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;4;1.432.690,38
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;5;1.593.725,07
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;6;1.491.233,94
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;7;2.189.152,62
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;8;1.458.271,89
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;9;1.375.939,94
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;10;1.277.864,02
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;11;1.606.042,46
6233;Boa Esperança do Sul;SP;Boa Esperança do Sul - SP;12;2.689.623,63
6235;Bocaina;SP;Bocaina - SP;1;1.142.589,02
6235;Bocaina;SP;Bocaina - SP;2;1.594.957,90
6235;Bocaina;SP;Bocaina - SP;3;966.928,19
6235;Bocaina;SP;Bocaina - SP;4;1.146.152,30
6235;Bocaina;SP;Bocaina - SP;5;1.274.980,08
6235;Bocaina;SP;Bocaina - SP;6;1.192.987,15
6235;Bocaina;SP;Bocaina - SP;7;1.751.322,13
6235;Bocaina;SP;Bocaina - SP;8;1.166.617,53
6235;Bocaina;SP;Bocaina - SP;9;1.100.751,95
6235;Bocaina;SP;Bocaina - SP;10;1.022.291,21
6235;Bocaina;SP;Bocaina - SP;11;1.284.833,97
6235;Bocaina;SP;Bocaina - SP;12;2.151.698,91
6237;Bofete;SP;Bofete - SP;1;1.142.589,02
6237;Bofete;SP;Bofete - SP;2;1.594.957,90
6237;Bofete;SP;Bofete - SP;3;966.928,19
6237;Bofete;SP;Bofete - SP;4;1.146.152,30
6237;Bofete;SP;Bofete - SP;5;1.274.980,08
6237;Bofete;SP;Bofete - SP;6;1.192.987,15
6237;Bofete;SP;Bofete - SP;7;1.751.322,13
6237;Bofete;SP;Bofete - SP;8;1.166.617,53
6237;Bofete;SP;Bofete - SP;9;1.100.751,95
6237;Bofete;SP;Bofete - SP;10;1.022.291,21
6237;Bofete;SP;Bofete - SP;11;1.284.833,97
6237;Bofete;SP;Bofete - SP;12;2.151.698,91
6239;Boituva;SP;Boituva - SP;1;3.427.767,00
6239;Boituva;SP;Boituva - SP;2;4.784.873,68
6239;Boituva;SP;Boituva - SP;3;2.900.784,57
6239;Boituva;SP;Boituva - SP;4;3.438.456,88
6239;Boituva;SP;Boituva - SP;5;3.824.940,16
6239;Boituva;SP;Boituva - SP;6;3.578.961,43
6239;Boituva;SP;Boituva - SP;7;5.253.966,24
6239;Boituva;SP;Boituva - SP;8;3.499.852,48
6239;Boituva;SP;Boituva - SP;9;3.302.255,79
6239;Boituva;SP;Boituva - SP;10;3.066.873,61
6239;Boituva;SP;Boituva - SP;11;3.854.501,85
6239;Boituva;SP;Boituva - SP;12;6.455.096,69
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;1;1.999.530,75
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;2;2.791.176,31
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;3;1.692.124,34
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;4;2.005.766,53
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;5;2.231.215,10
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;6;2.087.727,51
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;7;3.064.813,64
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;8;2.041.580,63
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;9;1.926.315,88
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;10;1.789.009,61
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;11;2.248.459,44
6241;Bom Jesus dos Perdões;SP;Bom Jesus dos Perdões - SP;12;3.765.473,08
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;1;856.941,77
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;2;1.196.218,43
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;3;725.196,16
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;4;859.614,24
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;5;956.235,04
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;6;894.740,38
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;7;1.313.491,60
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;8;874.963,16
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;9;825.563,96
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;10;766.718,42
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;11;963.625,48
3059;Bom Sucesso de Itararé;SP;Bom Sucesso de Itararé - SP;12;1.613.774,19
6243;Borá;SP;Borá - SP;1;856.941,77
6243;Borá;SP;Borá - SP;2;1.196.218,43
6243;Borá;SP;Borá - SP;3;725.196,16
6243;Borá;SP;Borá - SP;4;859.614,24
6243;Borá;SP;Borá - SP;5;956.235,04
6243;Borá;SP;Borá - SP;6;894.740,38
6243;Borá;SP;Borá - SP;7;1.313.491,60
6243;Borá;SP;Borá - SP;8;874.963,16
6243;Borá;SP;Borá - SP;9;825.563,96
6243;Borá;SP;Borá - SP;10;766.718,42
6243;Borá;SP;Borá - SP;11;963.625,48
6243;Borá;SP;Borá - SP;12;1.613.774,19
6245;Boracéia;SP;Boracéia - SP;1;856.941,77
6245;Boracéia;SP;Boracéia - SP;2;1.196.218,43
6245;Boracéia;SP;Boracéia - SP;3;725.196,16
6245;Boracéia;SP;Boracéia - SP;4;859.614,24
6245;Boracéia;SP;Boracéia - SP;5;956.235,04
6245;Boracéia;SP;Boracéia - SP;6;894.740,38
6245;Boracéia;SP;Boracéia - SP;7;1.313.491,60
6245;Boracéia;SP;Boracéia - SP;8;874.963,16
6245;Boracéia;SP;Boracéia - SP;9;825.563,96
6245;Boracéia;SP;Boracéia - SP;10;766.718,42
6245;Boracéia;SP;Boracéia - SP;11;963.625,48
6245;Boracéia;SP;Boracéia - SP;12;1.613.774,19
6247;Borborema;SP;Borborema - SP;1;1.428.236,27
6247;Borborema;SP;Borborema - SP;2;1.993.697,37
6247;Borborema;SP;Borborema - SP;3;1.208.660,27
6247;Borborema;SP;Borborema - SP;4;1.432.690,38
6247;Borborema;SP;Borborema - SP;5;1.593.725,07
6247;Borborema;SP;Borborema - SP;6;1.491.233,94
6247;Borborema;SP;Borborema - SP;7;2.189.152,62
6247;Borborema;SP;Borborema - SP;8;1.458.271,89
6247;Borborema;SP;Borborema - SP;9;1.375.939,94
6247;Borborema;SP;Borborema - SP;10;1.277.864,02
6247;Borborema;SP;Borborema - SP;11;1.606.042,46
6247;Borborema;SP;Borborema - SP;12;2.689.623,63
7247;Borebi;SP;Borebi - SP;1;856.941,77
7247;Borebi;SP;Borebi - SP;2;1.196.218,43
7247;Borebi;SP;Borebi - SP;3;725.196,16
7247;Borebi;SP;Borebi - SP;4;859.614,24
7247;Borebi;SP;Borebi - SP;5;956.235,04
7247;Borebi;SP;Borebi - SP;6;894.740,38
7247;Borebi;SP;Borebi - SP;7;1.313.491,60
7247;Borebi;SP;Borebi - SP;8;874.963,16
7247;Borebi;SP;Borebi - SP;9;825.563,96
7247;Borebi;SP;Borebi - SP;10;766.718,42
7247;Borebi;SP;Borebi - SP;11;963.625,48
7247;Borebi;SP;Borebi - SP;12;1.613.774,19
6249;Botucatu;SP;Botucatu - SP;1;6.798.309,20
6249;Botucatu;SP;Botucatu - SP;2;9.489.866,35
6249;Botucatu;SP;Botucatu - SP;3;5.753.142,06
6249;Botucatu;SP;Botucatu - SP;4;6.819.510,52
6249;Botucatu;SP;Botucatu - SP;5;7.586.024,90
6249;Botucatu;SP;Botucatu - SP;6;7.098.173,98
6249;Botucatu;SP;Botucatu - SP;7;10.420.220,25
6249;Botucatu;SP;Botucatu - SP;8;6.938.710,40
6249;Botucatu;SP;Botucatu - SP;9;6.539.945,39
6249;Botucatu;SP;Botucatu - SP;10;6.073.783,26
6249;Botucatu;SP;Botucatu - SP;11;7.633.639,91
6249;Botucatu;SP;Botucatu - SP;12;12.783.982,35
6251;Bragança Paulista;SP;Bragança Paulista - SP;1;7.083.956,44
6251;Bragança Paulista;SP;Bragança Paulista - SP;2;9.888.605,81
6251;Bragança Paulista;SP;Bragança Paulista - SP;3;5.994.874,09
6251;Bragança Paulista;SP;Bragança Paulista - SP;4;7.106.048,57
6251;Bragança Paulista;SP;Bragança Paulista - SP;5;7.904.769,91
6251;Bragança Paulista;SP;Bragança Paulista - SP;6;7.396.420,76
6251;Bragança Paulista;SP;Bragança Paulista - SP;7;10.858.050,79
6251;Bragança Paulista;SP;Bragança Paulista - SP;8;7.230.364,77
6251;Bragança Paulista;SP;Bragança Paulista - SP;9;6.815.133,36
6251;Bragança Paulista;SP;Bragança Paulista - SP;10;6.329.356,07
6251;Bragança Paulista;SP;Bragança Paulista - SP;11;7.954.848,42
6251;Bragança Paulista;SP;Bragança Paulista - SP;12;13.321.907,05
6255;Braúna;SP;Braúna - SP;1;856.941,77
6255;Braúna;SP;Braúna - SP;2;1.196.218,43
6255;Braúna;SP;Braúna - SP;3;725.196,16
6255;Braúna;SP;Braúna - SP;4;859.614,24
6255;Braúna;SP;Braúna - SP;5;956.235,04
6255;Braúna;SP;Braúna - SP;6;894.740,38
6255;Braúna;SP;Braúna - SP;7;1.313.491,60
6255;Braúna;SP;Braúna - SP;8;874.963,16
6255;Braúna;SP;Braúna - SP;9;825.563,96
6255;Braúna;SP;Braúna - SP;10;766.718,42
6255;Braúna;SP;Braúna - SP;11;963.625,48
6255;Braúna;SP;Braúna - SP;12;1.613.774,19
792;Brejo Alegre;SP;Brejo Alegre - SP;1;856.941,77
792;Brejo Alegre;SP;Brejo Alegre - SP;2;1.196.218,43
792;Brejo Alegre;SP;Brejo Alegre - SP;3;725.196,16
792;Brejo Alegre;SP;Brejo Alegre - SP;4;859.614,24
792;Brejo Alegre;SP;Brejo Alegre - SP;5;956.235,04
792;Brejo Alegre;SP;Brejo Alegre - SP;6;894.740,38
792;Brejo Alegre;SP;Brejo Alegre - SP;7;1.313.491,60
792;Brejo Alegre;SP;Brejo Alegre - SP;8;874.963,16
792;Brejo Alegre;SP;Brejo Alegre - SP;9;825.563,96
792;Brejo Alegre;SP;Brejo Alegre - SP;10;766.718,42
792;Brejo Alegre;SP;Brejo Alegre - SP;11;963.625,48
792;Brejo Alegre;SP;Brejo Alegre - SP;12;1.613.774,19
6257;Brodowski;SP;Brodowski - SP;1;1.999.530,75
6257;Brodowski;SP;Brodowski - SP;2;2.791.176,31
6257;Brodowski;SP;Brodowski - SP;3;1.692.124,34
6257;Brodowski;SP;Brodowski - SP;4;2.005.766,53
6257;Brodowski;SP;Brodowski - SP;5;2.231.215,10
6257;Brodowski;SP;Brodowski - SP;6;2.087.727,51
6257;Brodowski;SP;Brodowski - SP;7;3.064.813,64
6257;Brodowski;SP;Brodowski - SP;8;2.041.580,63
6257;Brodowski;SP;Brodowski - SP;9;1.926.315,88
6257;Brodowski;SP;Brodowski - SP;10;1.789.009,61
6257;Brodowski;SP;Brodowski - SP;11;2.248.459,44
6257;Brodowski;SP;Brodowski - SP;12;3.765.473,08
6259;Brotas;SP;Brotas - SP;1;1.999.530,75
6259;Brotas;SP;Brotas - SP;2;2.791.176,31
6259;Brotas;SP;Brotas - SP;3;1.692.124,34
6259;Brotas;SP;Brotas - SP;4;2.005.766,53
6259;Brotas;SP;Brotas - SP;5;2.231.215,10
6259;Brotas;SP;Brotas - SP;6;2.087.727,51
6259;Brotas;SP;Brotas - SP;7;3.064.813,64
6259;Brotas;SP;Brotas - SP;8;2.041.580,63
6259;Brotas;SP;Brotas - SP;9;1.926.315,88
6259;Brotas;SP;Brotas - SP;10;1.789.009,61
6259;Brotas;SP;Brotas - SP;11;2.248.459,44
6259;Brotas;SP;Brotas - SP;12;3.765.473,08
6261;Buri;SP;Buri - SP;1;1.713.883,51
6261;Buri;SP;Buri - SP;2;2.392.436,85
6261;Buri;SP;Buri - SP;3;1.450.392,29
6261;Buri;SP;Buri - SP;4;1.719.228,46
6261;Buri;SP;Buri - SP;5;1.912.470,09
6261;Buri;SP;Buri - SP;6;1.789.480,74
6261;Buri;SP;Buri - SP;7;2.626.983,14
6261;Buri;SP;Buri - SP;8;1.749.926,26
6261;Buri;SP;Buri - SP;9;1.651.127,92
6261;Buri;SP;Buri - SP;10;1.533.436,82
6261;Buri;SP;Buri - SP;11;1.927.250,93
6261;Buri;SP;Buri - SP;12;3.227.548,36
6263;Buritama;SP;Buritama - SP;1;1.713.883,51
6263;Buritama;SP;Buritama - SP;2;2.392.436,85
6263;Buritama;SP;Buritama - SP;3;1.450.392,29
6263;Buritama;SP;Buritama - SP;4;1.719.228,46
6263;Buritama;SP;Buritama - SP;5;1.912.470,09
6263;Buritama;SP;Buritama - SP;6;1.789.480,74
6263;Buritama;SP;Buritama - SP;7;2.626.983,14
6263;Buritama;SP;Buritama - SP;8;1.749.926,26
6263;Buritama;SP;Buritama - SP;9;1.651.127,92
6263;Buritama;SP;Buritama - SP;10;1.533.436,82
6263;Buritama;SP;Buritama - SP;11;1.927.250,93
6263;Buritama;SP;Buritama - SP;12;3.227.548,36
6265;Buritizal;SP;Buritizal - SP;1;856.941,77
6265;Buritizal;SP;Buritizal - SP;2;1.196.218,43
6265;Buritizal;SP;Buritizal - SP;3;725.196,16
6265;Buritizal;SP;Buritizal - SP;4;859.614,24
6265;Buritizal;SP;Buritizal - SP;5;956.235,04
6265;Buritizal;SP;Buritizal - SP;6;894.740,38
6265;Buritizal;SP;Buritizal - SP;7;1.313.491,60
6265;Buritizal;SP;Buritizal - SP;8;874.963,16
6265;Buritizal;SP;Buritizal - SP;9;825.563,96
6265;Buritizal;SP;Buritizal - SP;10;766.718,42
6265;Buritizal;SP;Buritizal - SP;11;963.625,48
6265;Buritizal;SP;Buritizal - SP;12;1.613.774,19
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;1;856.941,77
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;2;1.196.218,43
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;3;725.196,16
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;4;859.614,24
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;5;956.235,04
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;6;894.740,38
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;7;1.313.491,60
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;8;874.963,16
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;9;825.563,96
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;10;766.718,42
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;11;963.625,48
6267;Cabrália Paulista;SP;Cabrália Paulista - SP;12;1.613.774,19
6269;Cabreúva;SP;Cabreúva - SP;1;3.142.119,75
6269;Cabreúva;SP;Cabreúva - SP;2;4.386.134,20
6269;Cabreúva;SP;Cabreúva - SP;3;2.659.052,54
6269;Cabreúva;SP;Cabreúva - SP;4;3.151.918,81
6269;Cabreúva;SP;Cabreúva - SP;5;3.506.195,15
6269;Cabreúva;SP;Cabreúva - SP;6;3.280.714,66
6269;Cabreúva;SP;Cabreúva - SP;7;4.816.135,73
6269;Cabreúva;SP;Cabreúva - SP;8;3.208.198,12
6269;Cabreúva;SP;Cabreúva - SP;9;3.027.067,81
6269;Cabreúva;SP;Cabreúva - SP;10;2.811.300,82
6269;Cabreúva;SP;Cabreúva - SP;11;3.533.293,37
6269;Cabreúva;SP;Cabreúva - SP;12;5.917.171,98
6271;Caçapava;SP;Caçapava - SP;1;4.284.708,72
6271;Caçapava;SP;Caçapava - SP;2;5.981.092,07
6271;Caçapava;SP;Caçapava - SP;3;3.625.980,71
6271;Caçapava;SP;Caçapava - SP;4;4.298.071,08
6271;Caçapava;SP;Caçapava - SP;5;4.781.175,16
6271;Caçapava;SP;Caçapava - SP;6;4.473.701,79
6271;Caçapava;SP;Caçapava - SP;7;6.567.457,79
6271;Caçapava;SP;Caçapava - SP;8;4.374.815,62
6271;Caçapava;SP;Caçapava - SP;9;4.127.819,73
6271;Caçapava;SP;Caçapava - SP;10;3.833.592,01
6271;Caçapava;SP;Caçapava - SP;11;4.818.127,32
6271;Caçapava;SP;Caçapava - SP;12;8.068.870,85
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;1;2.285.178,00
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;2;3.189.915,79
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;3;1.933.856,39
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;4;2.292.304,59
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;5;2.549.960,12
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;6;2.385.974,28
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;7;3.502.644,18
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;8;2.333.235,01
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;9;2.201.503,89
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;10;2.044.582,42
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;11;2.569.667,93
6273;Cachoeira Paulista;SP;Cachoeira Paulista - SP;12;4.303.397,80
6275;Caconde;SP;Caconde - SP;1;1.713.883,51
6275;Caconde;SP;Caconde - SP;2;2.392.436,85
6275;Caconde;SP;Caconde - SP;3;1.450.392,29
6275;Caconde;SP;Caconde - SP;4;1.719.228,46
6275;Caconde;SP;Caconde - SP;5;1.912.470,09
6275;Caconde;SP;Caconde - SP;6;1.789.480,74
6275;Caconde;SP;Caconde - SP;7;2.626.983,14
6275;Caconde;SP;Caconde - SP;8;1.749.926,26
6275;Caconde;SP;Caconde - SP;9;1.651.127,92
6275;Caconde;SP;Caconde - SP;10;1.533.436,82
6275;Caconde;SP;Caconde - SP;11;1.927.250,93
6275;Caconde;SP;Caconde - SP;12;3.227.548,36
6277;Cafelândia;SP;Cafelândia - SP;1;1.713.883,51
6277;Cafelândia;SP;Cafelândia - SP;2;2.392.436,85
6277;Cafelândia;SP;Cafelândia - SP;3;1.450.392,29
6277;Cafelândia;SP;Cafelândia - SP;4;1.719.228,46
6277;Cafelândia;SP;Cafelândia - SP;5;1.912.470,09
6277;Cafelândia;SP;Cafelândia - SP;6;1.789.480,74
6277;Cafelândia;SP;Cafelândia - SP;7;2.626.983,14
6277;Cafelândia;SP;Cafelândia - SP;8;1.749.926,26
6277;Cafelândia;SP;Cafelândia - SP;9;1.651.127,92
6277;Cafelândia;SP;Cafelândia - SP;10;1.533.436,82
6277;Cafelândia;SP;Cafelândia - SP;11;1.927.250,93
6277;Cafelândia;SP;Cafelândia - SP;12;3.227.548,36
6279;Caiabu;SP;Caiabu - SP;1;856.941,77
6279;Caiabu;SP;Caiabu - SP;2;1.196.218,43
6279;Caiabu;SP;Caiabu - SP;3;725.196,16
6279;Caiabu;SP;Caiabu - SP;4;859.614,24
6279;Caiabu;SP;Caiabu - SP;5;956.235,04
6279;Caiabu;SP;Caiabu - SP;6;894.740,38
6279;Caiabu;SP;Caiabu - SP;7;1.313.491,60
6279;Caiabu;SP;Caiabu - SP;8;874.963,16
6279;Caiabu;SP;Caiabu - SP;9;825.563,96
6279;Caiabu;SP;Caiabu - SP;10;766.718,42
6279;Caiabu;SP;Caiabu - SP;11;963.625,48
6279;Caiabu;SP;Caiabu - SP;12;1.613.774,19
6281;Caieiras;SP;Caieiras - SP;1;4.570.355,97
6281;Caieiras;SP;Caieiras - SP;2;6.379.831,55
6281;Caieiras;SP;Caieiras - SP;3;3.867.712,75
6281;Caieiras;SP;Caieiras - SP;4;4.584.609,18
6281;Caieiras;SP;Caieiras - SP;5;5.099.920,18
6281;Caieiras;SP;Caieiras - SP;6;4.771.948,55
6281;Caieiras;SP;Caieiras - SP;7;7.005.288,30
6281;Caieiras;SP;Caieiras - SP;8;4.666.469,99
6281;Caieiras;SP;Caieiras - SP;9;4.403.007,72
6281;Caieiras;SP;Caieiras - SP;10;4.089.164,82
6281;Caieiras;SP;Caieiras - SP;11;5.139.335,80
6281;Caieiras;SP;Caieiras - SP;12;8.606.795,58
6283;Caiuá;SP;Caiuá - SP;1;856.941,77
6283;Caiuá;SP;Caiuá - SP;2;1.196.218,43
6283;Caiuá;SP;Caiuá - SP;3;725.196,16
6283;Caiuá;SP;Caiuá - SP;4;859.614,24
6283;Caiuá;SP;Caiuá - SP;5;956.235,04
6283;Caiuá;SP;Caiuá - SP;6;894.740,38
6283;Caiuá;SP;Caiuá - SP;7;1.313.491,60
6283;Caiuá;SP;Caiuá - SP;8;874.963,16
6283;Caiuá;SP;Caiuá - SP;9;825.563,96
6283;Caiuá;SP;Caiuá - SP;10;766.718,42
6283;Caiuá;SP;Caiuá - SP;11;963.625,48
6283;Caiuá;SP;Caiuá - SP;12;1.613.774,19
6285;Cajamar;SP;Cajamar - SP;1;3.713.414,23
6285;Cajamar;SP;Cajamar - SP;2;5.183.613,15
6285;Cajamar;SP;Cajamar - SP;3;3.142.516,62
6285;Cajamar;SP;Cajamar - SP;4;3.724.994,95
6285;Cajamar;SP;Cajamar - SP;5;4.143.685,15
6285;Cajamar;SP;Cajamar - SP;6;3.877.208,20
6285;Cajamar;SP;Cajamar - SP;7;5.691.796,76
6285;Cajamar;SP;Cajamar - SP;8;3.791.506,86
6285;Cajamar;SP;Cajamar - SP;9;3.577.443,78
6285;Cajamar;SP;Cajamar - SP;10;3.322.446,41
6285;Cajamar;SP;Cajamar - SP;11;4.175.710,35
6285;Cajamar;SP;Cajamar - SP;12;6.993.021,42
2967;Cajati;SP;Cajati - SP;1;1.999.530,75
2967;Cajati;SP;Cajati - SP;2;2.791.176,31
2967;Cajati;SP;Cajati - SP;3;1.692.124,34
2967;Cajati;SP;Cajati - SP;4;2.005.766,53
2967;Cajati;SP;Cajati - SP;5;2.231.215,10
2967;Cajati;SP;Cajati - SP;6;2.087.727,51
2967;Cajati;SP;Cajati - SP;7;3.064.813,64
2967;Cajati;SP;Cajati - SP;8;2.041.580,63
2967;Cajati;SP;Cajati - SP;9;1.926.315,88
2967;Cajati;SP;Cajati - SP;10;1.789.009,61
2967;Cajati;SP;Cajati - SP;11;2.248.459,44
2967;Cajati;SP;Cajati - SP;12;3.765.473,08
6287;Cajobi;SP;Cajobi - SP;1;1.142.589,02
6287;Cajobi;SP;Cajobi - SP;2;1.594.957,90
6287;Cajobi;SP;Cajobi - SP;3;966.928,19
6287;Cajobi;SP;Cajobi - SP;4;1.146.152,30
6287;Cajobi;SP;Cajobi - SP;5;1.274.980,08
6287;Cajobi;SP;Cajobi - SP;6;1.192.987,15
6287;Cajobi;SP;Cajobi - SP;7;1.751.322,13
6287;Cajobi;SP;Cajobi - SP;8;1.166.617,53
6287;Cajobi;SP;Cajobi - SP;9;1.100.751,95
6287;Cajobi;SP;Cajobi - SP;10;1.022.291,21
6287;Cajobi;SP;Cajobi - SP;11;1.284.833,97
6287;Cajobi;SP;Cajobi - SP;12;2.151.698,91
6289;Cajuru;SP;Cajuru - SP;1;1.999.530,75
6289;Cajuru;SP;Cajuru - SP;2;2.791.176,31
6289;Cajuru;SP;Cajuru - SP;3;1.692.124,34
6289;Cajuru;SP;Cajuru - SP;4;2.005.766,53
6289;Cajuru;SP;Cajuru - SP;5;2.231.215,10
6289;Cajuru;SP;Cajuru - SP;6;2.087.727,51
6289;Cajuru;SP;Cajuru - SP;7;3.064.813,64
6289;Cajuru;SP;Cajuru - SP;8;2.041.580,63
6289;Cajuru;SP;Cajuru - SP;9;1.926.315,88
6289;Cajuru;SP;Cajuru - SP;10;1.789.009,61
6289;Cajuru;SP;Cajuru - SP;11;2.248.459,44
6289;Cajuru;SP;Cajuru - SP;12;3.765.473,08
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;1;856.941,77
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;2;1.196.218,43
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;3;725.196,16
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;4;859.614,24
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;5;956.235,04
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;6;894.740,38
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;7;1.313.491,60
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;8;874.963,16
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;9;825.563,96
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;10;766.718,42
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;11;963.625,48
2999;Campina do Monte Alegre;SP;Campina do Monte Alegre - SP;12;1.613.774,19
6291;Campinas;SP;Campinas - SP;1;7.426.709,31
6291;Campinas;SP;Campinas - SP;2;10.367.059,92
6291;Campinas;SP;Campinas - SP;3;6.284.932,38
6291;Campinas;SP;Campinas - SP;4;7.449.870,36
6291;Campinas;SP;Campinas - SP;5;8.287.237,34
6291;Campinas;SP;Campinas - SP;6;7.754.292,00
6291;Campinas;SP;Campinas - SP;7;11.383.410,88
6291;Campinas;SP;Campinas - SP;8;7.579.684,09
6291;Campinas;SP;Campinas - SP;9;7.142.976,80
6291;Campinas;SP;Campinas - SP;10;6.633.831,07
6291;Campinas;SP;Campinas - SP;11;8.337.518,07
6291;Campinas;SP;Campinas - SP;12;13.962.760,20
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;1;3.999.061,47
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;2;5.582.352,62
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;3;3.384.248,65
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;4;4.011.533,04
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;5;4.462.430,17
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;6;4.175.455,01
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;7;6.129.627,27
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;8;4.083.161,24
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;9;3.852.631,75
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;10;3.578.019,23
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;11;4.496.918,85
6293;Campo Limpo Paulista;SP;Campo Limpo Paulista - SP;12;7.530.946,15
6295;Campos do Jordão;SP;Campos do Jordão - SP;1;3.142.119,75
6295;Campos do Jordão;SP;Campos do Jordão - SP;2;4.386.134,20
6295;Campos do Jordão;SP;Campos do Jordão - SP;3;2.659.052,54
