COD_MUN;Município;UF;Município - UF;Mês;2022
3441;Carinhanha;BA;Carinhanha - BA;7;3.396.294,04
3441;Carinhanha;BA;Carinhanha - BA;8;2.262.391,43
3441;Carinhanha;BA;Carinhanha - BA;9;2.134.660,02
3441;Carinhanha;BA;Carinhanha - BA;10;1.982.503,15
3441;Carinhanha;BA;Carinhanha - BA;11;2.491.645,56
3441;Carinhanha;BA;Carinhanha - BA;12;4.172.734,56
3443;Casa Nova;BA;Casa Nova - BA;1;4.115.045,18
3443;Casa Nova;BA;Casa Nova - BA;2;5.744.256,09
3443;Casa Nova;BA;Casa Nova - BA;3;3.482.401,12
3443;Casa Nova;BA;Casa Nova - BA;4;4.127.878,44
3443;Casa Nova;BA;Casa Nova - BA;5;4.591.852,82
3443;Casa Nova;BA;Casa Nova - BA;6;4.296.554,59
3443;Casa Nova;BA;Casa Nova - BA;7;6.307.403,21
3443;Casa Nova;BA;Casa Nova - BA;8;4.201.584,08
3443;Casa Nova;BA;Casa Nova - BA;9;3.964.368,60
3443;Casa Nova;BA;Casa Nova - BA;10;3.681.791,54
3443;Casa Nova;BA;Casa Nova - BA;11;4.627.341,77
3443;Casa Nova;BA;Casa Nova - BA;12;7.749.364,15
3445;Castro Alves;BA;Castro Alves - BA;1;2.215.793,57
3445;Castro Alves;BA;Castro Alves - BA;2;3.093.061,00
3445;Castro Alves;BA;Castro Alves - BA;3;1.875.139,08
3445;Castro Alves;BA;Castro Alves - BA;4;2.222.703,78
3445;Castro Alves;BA;Castro Alves - BA;5;2.472.536,16
3445;Castro Alves;BA;Castro Alves - BA;6;2.313.529,41
3445;Castro Alves;BA;Castro Alves - BA;7;3.396.294,04
3445;Castro Alves;BA;Castro Alves - BA;8;2.262.391,43
3445;Castro Alves;BA;Castro Alves - BA;9;2.134.660,02
3445;Castro Alves;BA;Castro Alves - BA;10;1.982.503,15
3445;Castro Alves;BA;Castro Alves - BA;11;2.491.645,56
3445;Castro Alves;BA;Castro Alves - BA;12;4.172.734,56
3447;Catolândia;BA;Catolândia - BA;1;949.625,85
3447;Catolândia;BA;Catolândia - BA;2;1.325.597,57
3447;Catolândia;BA;Catolândia - BA;3;803.631,05
3447;Catolândia;BA;Catolândia - BA;4;952.587,34
3447;Catolândia;BA;Catolândia - BA;5;1.059.658,36
3447;Catolândia;BA;Catolândia - BA;6;991.512,63
3447;Catolândia;BA;Catolândia - BA;7;1.455.554,61
3447;Catolândia;BA;Catolândia - BA;8;969.596,36
3447;Catolândia;BA;Catolândia - BA;9;914.854,32
3447;Catolândia;BA;Catolândia - BA;10;849.644,22
3447;Catolândia;BA;Catolândia - BA;11;1.067.848,12
3447;Catolândia;BA;Catolândia - BA;12;1.788.314,83
3449;Catu;BA;Catu - BA;1;3.481.961,32
3449;Catu;BA;Catu - BA;2;4.860.524,38
3449;Catu;BA;Catu - BA;3;2.946.647,12
3449;Catu;BA;Catu - BA;4;3.492.820,24
3449;Catu;BA;Catu - BA;5;3.885.413,95
3449;Catu;BA;Catu - BA;6;3.635.546,21
3449;Catu;BA;Catu - BA;7;5.337.033,49
3449;Catu;BA;Catu - BA;8;3.555.186,53
3449;Catu;BA;Catu - BA;9;3.354.465,76
3449;Catu;BA;Catu - BA;10;3.115.362,09
3449;Catu;BA;Catu - BA;11;3.915.443,02
3449;Catu;BA;Catu - BA;12;6.557.154,28
3273;Caturama;BA;Caturama - BA;1;949.625,85
3273;Caturama;BA;Caturama - BA;2;1.325.597,57
3273;Caturama;BA;Caturama - BA;3;803.631,05
3273;Caturama;BA;Caturama - BA;4;952.587,34
3273;Caturama;BA;Caturama - BA;5;1.059.658,36
3273;Caturama;BA;Caturama - BA;6;991.512,63
3273;Caturama;BA;Caturama - BA;7;1.455.554,61
3273;Caturama;BA;Caturama - BA;8;969.596,36
3273;Caturama;BA;Caturama - BA;9;914.854,32
3273;Caturama;BA;Caturama - BA;10;849.644,22
3273;Caturama;BA;Caturama - BA;11;1.067.848,12
3273;Caturama;BA;Caturama - BA;12;1.788.314,83
3451;Central;BA;Central - BA;1;1.899.251,64
3451;Central;BA;Central - BA;2;2.651.195,12
3451;Central;BA;Central - BA;3;1.607.262,06
3451;Central;BA;Central - BA;4;1.905.174,68
3451;Central;BA;Central - BA;5;2.119.316,71
3451;Central;BA;Central - BA;6;1.983.025,22
3451;Central;BA;Central - BA;7;2.911.109,18
3451;Central;BA;Central - BA;8;1.939.192,65
3451;Central;BA;Central - BA;9;1.829.708,60
3451;Central;BA;Central - BA;10;1.699.288,42
3451;Central;BA;Central - BA;11;2.135.696,21
3451;Central;BA;Central - BA;12;3.576.629,61
3453;Chorrochó;BA;Chorrochó - BA;1;1.266.167,76
3453;Chorrochó;BA;Chorrochó - BA;2;1.767.463,43
3453;Chorrochó;BA;Chorrochó - BA;3;1.071.508,05
3453;Chorrochó;BA;Chorrochó - BA;4;1.270.116,47
3453;Chorrochó;BA;Chorrochó - BA;5;1.412.877,81
3453;Chorrochó;BA;Chorrochó - BA;6;1.322.016,79
3453;Chorrochó;BA;Chorrochó - BA;7;1.940.739,47
3453;Chorrochó;BA;Chorrochó - BA;8;1.292.795,11
3453;Chorrochó;BA;Chorrochó - BA;9;1.219.805,74
3453;Chorrochó;BA;Chorrochó - BA;10;1.132.858,96
3453;Chorrochó;BA;Chorrochó - BA;11;1.423.797,48
3453;Chorrochó;BA;Chorrochó - BA;12;2.384.419,77
3455;Cícero Dantas;BA;Cícero Dantas - BA;1;2.532.335,52
3455;Cícero Dantas;BA;Cícero Dantas - BA;2;3.534.926,84
3455;Cícero Dantas;BA;Cícero Dantas - BA;3;2.143.016,09
3455;Cícero Dantas;BA;Cícero Dantas - BA;4;2.540.232,88
3455;Cícero Dantas;BA;Cícero Dantas - BA;5;2.825.755,59
3455;Cícero Dantas;BA;Cícero Dantas - BA;6;2.644.033,60
3455;Cícero Dantas;BA;Cícero Dantas - BA;7;3.881.478,90
3455;Cícero Dantas;BA;Cícero Dantas - BA;8;2.585.590,20
3455;Cícero Dantas;BA;Cícero Dantas - BA;9;2.439.611,45
3455;Cícero Dantas;BA;Cícero Dantas - BA;10;2.265.717,88
3455;Cícero Dantas;BA;Cícero Dantas - BA;11;2.847.594,94
3455;Cícero Dantas;BA;Cícero Dantas - BA;12;4.768.839,50
3457;Cipó;BA;Cipó - BA;1;1.899.251,64
3457;Cipó;BA;Cipó - BA;2;2.651.195,12
3457;Cipó;BA;Cipó - BA;3;1.607.262,06
3457;Cipó;BA;Cipó - BA;4;1.905.174,68
3457;Cipó;BA;Cipó - BA;5;2.119.316,71
3457;Cipó;BA;Cipó - BA;6;1.983.025,22
3457;Cipó;BA;Cipó - BA;7;2.911.109,18
3457;Cipó;BA;Cipó - BA;8;1.939.192,65
3457;Cipó;BA;Cipó - BA;9;1.829.708,60
3457;Cipó;BA;Cipó - BA;10;1.699.288,42
3457;Cipó;BA;Cipó - BA;11;2.135.696,21
3457;Cipó;BA;Cipó - BA;12;3.576.629,61
3459;Coaraci;BA;Coaraci - BA;1;1.899.251,64
3459;Coaraci;BA;Coaraci - BA;2;2.651.195,12
3459;Coaraci;BA;Coaraci - BA;3;1.607.262,06
3459;Coaraci;BA;Coaraci - BA;4;1.905.174,68
3459;Coaraci;BA;Coaraci - BA;5;2.119.316,71
3459;Coaraci;BA;Coaraci - BA;6;1.983.025,22
3459;Coaraci;BA;Coaraci - BA;7;2.911.109,18
3459;Coaraci;BA;Coaraci - BA;8;1.939.192,65
3459;Coaraci;BA;Coaraci - BA;9;1.829.708,60
3459;Coaraci;BA;Coaraci - BA;10;1.699.288,42
3459;Coaraci;BA;Coaraci - BA;11;2.135.696,21
3459;Coaraci;BA;Coaraci - BA;12;3.576.629,61
3461;Cocos;BA;Cocos - BA;1;1.899.251,64
3461;Cocos;BA;Cocos - BA;2;2.651.195,12
3461;Cocos;BA;Cocos - BA;3;1.607.262,06
3461;Cocos;BA;Cocos - BA;4;1.905.174,68
3461;Cocos;BA;Cocos - BA;5;2.119.316,71
3461;Cocos;BA;Cocos - BA;6;1.983.025,22
3461;Cocos;BA;Cocos - BA;7;2.911.109,18
3461;Cocos;BA;Cocos - BA;8;1.939.192,65
3461;Cocos;BA;Cocos - BA;9;1.829.708,60
3461;Cocos;BA;Cocos - BA;10;1.699.288,42
3461;Cocos;BA;Cocos - BA;11;2.135.696,21
3461;Cocos;BA;Cocos - BA;12;3.576.629,61
3463;Conceição da Feira;BA;Conceição da Feira - BA;1;1.899.251,64
3463;Conceição da Feira;BA;Conceição da Feira - BA;2;2.651.195,12
3463;Conceição da Feira;BA;Conceição da Feira - BA;3;1.607.262,06
3463;Conceição da Feira;BA;Conceição da Feira - BA;4;1.905.174,68
3463;Conceição da Feira;BA;Conceição da Feira - BA;5;2.119.316,71
3463;Conceição da Feira;BA;Conceição da Feira - BA;6;1.983.025,22
3463;Conceição da Feira;BA;Conceição da Feira - BA;7;2.911.109,18
3463;Conceição da Feira;BA;Conceição da Feira - BA;8;1.939.192,65
3463;Conceição da Feira;BA;Conceição da Feira - BA;9;1.829.708,60
3463;Conceição da Feira;BA;Conceição da Feira - BA;10;1.699.288,42
3463;Conceição da Feira;BA;Conceição da Feira - BA;11;2.135.696,21
3463;Conceição da Feira;BA;Conceição da Feira - BA;12;3.576.629,61
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;1;1.899.251,64
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;2;2.651.195,12
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;3;1.607.262,06
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;4;1.905.174,68
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;5;2.119.316,71
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;6;1.983.025,22
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;7;2.911.109,18
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;8;1.939.192,65
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;9;1.829.708,60
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;10;1.699.288,42
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;11;2.135.696,21
3465;Conceição do Almeida;BA;Conceição do Almeida - BA;12;3.576.629,61
3467;Conceição do Coité;BA;Conceição do Coité - BA;1;3.798.503,25
3467;Conceição do Coité;BA;Conceição do Coité - BA;2;5.302.390,23
3467;Conceição do Coité;BA;Conceição do Coité - BA;3;3.214.524,10
3467;Conceição do Coité;BA;Conceição do Coité - BA;4;3.810.349,32
3467;Conceição do Coité;BA;Conceição do Coité - BA;5;4.238.633,39
3467;Conceição do Coité;BA;Conceição do Coité - BA;6;3.966.050,40
3467;Conceição do Coité;BA;Conceição do Coité - BA;7;5.822.218,37
3467;Conceição do Coité;BA;Conceição do Coité - BA;8;3.878.385,29
3467;Conceição do Coité;BA;Conceição do Coité - BA;9;3.659.417,19
3467;Conceição do Coité;BA;Conceição do Coité - BA;10;3.398.576,82
3467;Conceição do Coité;BA;Conceição do Coité - BA;11;4.271.392,39
3467;Conceição do Coité;BA;Conceição do Coité - BA;12;7.153.259,23
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;1;2.532.335,52
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;2;3.534.926,84
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;3;2.143.016,09
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;4;2.540.232,88
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;5;2.825.755,59
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;6;2.644.033,60
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;7;3.881.478,90
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;8;2.585.590,20
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;9;2.439.611,45
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;10;2.265.717,88
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;11;2.847.594,94
3469;Conceição do Jacuípe;BA;Conceição do Jacuípe - BA;12;4.768.839,50
3471;Conde;BA;Conde - BA;1;2.215.793,57
3471;Conde;BA;Conde - BA;2;3.093.061,00
3471;Conde;BA;Conde - BA;3;1.875.139,08
3471;Conde;BA;Conde - BA;4;2.222.703,78
3471;Conde;BA;Conde - BA;5;2.472.536,16
3471;Conde;BA;Conde - BA;6;2.313.529,41
3471;Conde;BA;Conde - BA;7;3.396.294,04
3471;Conde;BA;Conde - BA;8;2.262.391,43
3471;Conde;BA;Conde - BA;9;2.134.660,02
3471;Conde;BA;Conde - BA;10;1.982.503,15
3471;Conde;BA;Conde - BA;11;2.491.645,56
3471;Conde;BA;Conde - BA;12;4.172.734,56
3473;Condeúba;BA;Condeúba - BA;1;1.899.251,64
3473;Condeúba;BA;Condeúba - BA;2;2.651.195,12
3473;Condeúba;BA;Condeúba - BA;3;1.607.262,06
3473;Condeúba;BA;Condeúba - BA;4;1.905.174,68
3473;Condeúba;BA;Condeúba - BA;5;2.119.316,71
3473;Condeúba;BA;Condeúba - BA;6;1.983.025,22
3473;Condeúba;BA;Condeúba - BA;7;2.911.109,18
3473;Condeúba;BA;Condeúba - BA;8;1.939.192,65
3473;Condeúba;BA;Condeúba - BA;9;1.829.708,60
3473;Condeúba;BA;Condeúba - BA;10;1.699.288,42
3473;Condeúba;BA;Condeúba - BA;11;2.135.696,21
3473;Condeúba;BA;Condeúba - BA;12;3.576.629,61
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;1;949.625,85
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;2;1.325.597,57
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;3;803.631,05
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;4;952.587,34
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;5;1.059.658,36
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;6;991.512,63
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;7;1.455.554,61
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;8;969.596,36
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;9;914.854,32
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;10;849.644,22
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;11;1.067.848,12
3475;Contendas do Sincorá;BA;Contendas do Sincorá - BA;12;1.788.314,83
3477;Coração de Maria;BA;Coração de Maria - BA;1;2.215.793,57
3477;Coração de Maria;BA;Coração de Maria - BA;2;3.093.061,00
3477;Coração de Maria;BA;Coração de Maria - BA;3;1.875.139,08
3477;Coração de Maria;BA;Coração de Maria - BA;4;2.222.703,78
3477;Coração de Maria;BA;Coração de Maria - BA;5;2.472.536,16
3477;Coração de Maria;BA;Coração de Maria - BA;6;2.313.529,41
3477;Coração de Maria;BA;Coração de Maria - BA;7;3.396.294,04
3477;Coração de Maria;BA;Coração de Maria - BA;8;2.262.391,43
3477;Coração de Maria;BA;Coração de Maria - BA;9;2.134.660,02
3477;Coração de Maria;BA;Coração de Maria - BA;10;1.982.503,15
3477;Coração de Maria;BA;Coração de Maria - BA;11;2.491.645,56
3477;Coração de Maria;BA;Coração de Maria - BA;12;4.172.734,56
3479;Cordeiros;BA;Cordeiros - BA;1;949.625,85
3479;Cordeiros;BA;Cordeiros - BA;2;1.325.597,57
3479;Cordeiros;BA;Cordeiros - BA;3;803.631,05
3479;Cordeiros;BA;Cordeiros - BA;4;952.587,34
3479;Cordeiros;BA;Cordeiros - BA;5;1.059.658,36
3479;Cordeiros;BA;Cordeiros - BA;6;991.512,63
3479;Cordeiros;BA;Cordeiros - BA;7;1.455.554,61
3479;Cordeiros;BA;Cordeiros - BA;8;969.596,36
3479;Cordeiros;BA;Cordeiros - BA;9;914.854,32
3479;Cordeiros;BA;Cordeiros - BA;10;849.644,22
3479;Cordeiros;BA;Cordeiros - BA;11;1.067.848,12
3479;Cordeiros;BA;Cordeiros - BA;12;1.788.314,83
3481;Coribe;BA;Coribe - BA;1;1.582.709,70
3481;Coribe;BA;Coribe - BA;2;2.209.329,30
3481;Coribe;BA;Coribe - BA;3;1.339.385,07
3481;Coribe;BA;Coribe - BA;4;1.587.645,57
3481;Coribe;BA;Coribe - BA;5;1.766.097,25
3481;Coribe;BA;Coribe - BA;6;1.652.521,02
3481;Coribe;BA;Coribe - BA;7;2.425.924,33
3481;Coribe;BA;Coribe - BA;8;1.615.993,88
3481;Coribe;BA;Coribe - BA;9;1.524.757,16
3481;Coribe;BA;Coribe - BA;10;1.416.073,70
3481;Coribe;BA;Coribe - BA;11;1.779.746,85
3481;Coribe;BA;Coribe - BA;12;2.980.524,69
3483;Coronel João Sá;BA;Coronel João Sá - BA;1;1.899.251,64
3483;Coronel João Sá;BA;Coronel João Sá - BA;2;2.651.195,12
3483;Coronel João Sá;BA;Coronel João Sá - BA;3;1.607.262,06
3483;Coronel João Sá;BA;Coronel João Sá - BA;4;1.905.174,68
3483;Coronel João Sá;BA;Coronel João Sá - BA;5;2.119.316,71
3483;Coronel João Sá;BA;Coronel João Sá - BA;6;1.983.025,22
3483;Coronel João Sá;BA;Coronel João Sá - BA;7;2.911.109,18
3483;Coronel João Sá;BA;Coronel João Sá - BA;8;1.939.192,65
3483;Coronel João Sá;BA;Coronel João Sá - BA;9;1.829.708,60
3483;Coronel João Sá;BA;Coronel João Sá - BA;10;1.699.288,42
3483;Coronel João Sá;BA;Coronel João Sá - BA;11;2.135.696,21
3483;Coronel João Sá;BA;Coronel João Sá - BA;12;3.576.629,61
3485;Correntina;BA;Correntina - BA;1;2.532.335,52
