,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,Regiao,class_int1,IPC1,IPC2,Area
3336,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,UNIVERSIDADE DO ESTADO DE MATO GROSSO - UNEMAT,INSTITUTO FEDERAL DE MATO GROSSO - IFMT,UFMT,MT,Centro-Oeste,G01N 33/00,G01N/33,33/00,Análise de materiais biológicos
3337,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,H02J 7/14,H02J,7/14,"Máquinas elétricas, aparelhos, energia"
3338,UNIVERSIDADE FEDERAL DE SANTA MARIA,AUFTEK SERVIÇOS DE TECNOLOGIA LTDA,,UFSM,RS,Sul,B01F 33/45,B01F,33/45,Engenharia química
3339,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C22B 3/06,C22B,3/06,"Materiais, metalurgia"
3340,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,B67D 3/00,B67D,3/00,Manuseio
3341,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSIDADE FEDERAL DO PARANÁ - UFPR,,UFSCAR,SP,Sudeste,C07H 7/033,C07H,7/033,Química fina orgânica
3342,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS - IFAL",,,IFAL,AL,Nordeste,A21D 13/80,A21D,13/80,Química Alimentar
3343,UNIVERSIDADE FEDERAL DE MINAS GERAIS,ODONTO TECH PESQUISA E  INOVAÇÃO LTDA.,,UFMG,MG,Sudeste,A61K 8/19,A61K/8,8/19,Química fina orgânica
3344,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,B60S 1/48,B60S,1/48,Transporte
3345,JOSÉ CARLOS TAVARES CARVALHO,UNIVERSIDADE FEDERAL DO AMAPÁ,,,AP,Norte,A61K 9/19,A61K,9/19,Produtos farmacêuticos
3346,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,A01B 69/00,A01B,69/00,Outras máquinas especiais
3347,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",INSTITUTO BIOLÓGICO - SECRETARIA DE AGRICULTURA E ABASTECIMENTO DO GOVERNO DO ESTADO DE SÃO PAULO,,IFSP,SP,Sudeste,A01M 1/02,A01M,1/02,Outras máquinas especiais
3348,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - IFBA",UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA - UFRB,,IFBA,BA,Nordeste,A61B 17/34,A61B,17/34,Tecnologia médica
3349,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,B64D 43/02,B64D,43/02,Transporte
3350,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,A61B 5/103,A61B,5/103,Tecnologia médica
3351,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,Sudeste,C07B 41/04,C07B,41/04,Química fina orgânica
3352,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,H01G 9/20,H01G,9/20,"Máquinas elétricas, aparelhos, energia"
3353,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA - UFU,,UFMG,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
3354,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO (UFRPE),,UFPE,PE,Nordeste,A61K 47/56,A61K,47/56,Produtos farmacêuticos
3355,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A23K 50/90,A23K,50/90,Química Alimentar
3356,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C03C 17/23,C03C,17/23,"Materiais, metalurgia"
3357,UNIVERSIDADE FEDERAL DE VIÇOSA,,,UFV,MG,Sudeste,G01N 21/64,G01N,21/64,Medição
3358,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A23L 19/10,A23L,19/10,Química Alimentar
3359,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,,,UFES,ES,Sudeste,G01J 3/46,G01J,3/46,Medição
3360,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,UFRPE,PE,Nordeste,C07C 25/22,C07C,25/22,Química fina orgânica
3361,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,B03C 1/033,B03C,1/033,Engenharia química
3362,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,A23L 25/00,A23L,25/00,Química Alimentar
3363,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,G01K 11/14,G01K,11/14,Medição
3364,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A61K 31/404,A61K,31/404,Produtos farmacêuticos
3365,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A01N 25/22,A01N,25/22,Química de materiais básicos
3366,ENERGISA S/A,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS ? CEFET/MG,,,MG,Sudeste,C09J 4/00,C09J,4/00,Química de materiais básicos
3367,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,,IFRN,RN,Nordeste,C04B 26/18,C04B,26/18,"Materiais, metalurgia"
3368,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,,,UNIPAMPA,RS,Sul,A61K 35/65,A61K,35/65,Produtos farmacêuticos
3369,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO (IFRJ)",,,IFRJ,RJ,Sudeste,B60P 3/06,B60P,3/06,Transporte
3370,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,E05B 47/02,E05B,47/02,Engenharia Civil
3371,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C04B 35/462,C04B,35/462,"Materiais, metalurgia"
3372,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C04B 35/16,C04B,35/16,"Materiais, metalurgia"
3373,UNIVERSIDADE FEDERAL DO MARANHÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",,UFMA,MA,Nordeste,C07C 227/26,C07C,227/26,Química fina orgânica
3374,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,G06N 3/08,G06N,3/08,Tecnologia computacional
3375,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A01N 1/02,A01N,1/02,Química de materiais básicos
3376,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,UFBA,BA,Nordeste,A23D 9/04,A23D,9/04,Química Alimentar
3377,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A61K 47/36,A61K,47/36,Produtos farmacêuticos
3378,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 19/00,A23L,19/00,Química Alimentar
3379,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,A23K 10/30,A23K,10/30,Química Alimentar
3380,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,C09D 11/50,C09D,11/50,Química de materiais básicos
3381,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,,,UFVJM,MG,Sudeste,A61K 6/20,A61K,6/20,Produtos farmacêuticos
3382,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,,,UFVJM,MG,Sudeste,A01K 59/06,A01K,59/06,Outras máquinas especiais
3383,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DE SANTA CATARINA - UFSC,,,RJ,Sudeste,E21B 44/00,E21B,44/00,Engenharia Civil
3384,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A61K 8/9794,A61K/8,8/9794,Química fina orgânica
3385,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A23C 19/02,A23C,19/02,Química Alimentar
3386,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA - UFDPAR,UNIVERSIDADE FEDERAL DO PIAUÍ - UFPI,UFPE,PE,Nordeste,A61K 36/00,A61K,36/00,Produtos farmacêuticos
3387,UNIVERSIDADE FEDERAL DE GOIÁS,,,UFG,GO,Centro-Oeste,C07D 295/24,C07D,295/24,Química fina orgânica
3388,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,UFRN,RN,Nordeste,C08B 37/00,C08B,37/00,"Química macromolecular, polímeros"
3389,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A61L 26/00,A61L,26/00,Tecnologia médica
3390,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,,,UFES,ES,Sudeste,A61L 27/36,A61L,27/36,Tecnologia médica
3391,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,A61L 2/10,A61L,2/10,Tecnologia médica
3392,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,UNIVERSIDAD DE ALCALÁ,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,IFES,ES,Sudeste,H02M 7/44,H02M,7/44,"Máquinas elétricas, aparelhos, energia"
3393,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,G01N 21/01,G01N,21/01,Medição
3394,UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG,"FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,",,UNIFAL-MG,MG,Sudeste,A61K 8/02,A61K/8,8/02,Química fina orgânica
3395,UNIVERSIDADE FEDERAL DE VIÇOSA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,,UFV,MG,Sudeste,A61K 8/35,A61K/8,8/35,Química fina orgânica
3396,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,B01D 11/02,B01D,11/02,Engenharia química
3397,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,UNIVERSIDADE FEDERAL DE OURO PRETO,,UNIFEI,MG,Sudeste,C04B 7/12,C04B,7/12,"Materiais, metalurgia"
3398,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA - UFU,,,RJ,Sudeste,G01N 3/44,G01N,3/44,Medição
3399,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,Sul,G09B 23/32,G09B,23/32,Controle
3400,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPIRITO SANTO,,,IFES,ES,Sudeste,F24F 11/54,F24F,11/54,Processos e aparelhos térmicos
3401,UNIVERSIDADE FEDERAL DE SANTA CATARINA,NANOSCOPING SOLUÇÕES EM NANOTECNOLOGIA,QUIMSAR QUÍMICA FINA LTDA,UFSC,SC,Sul,A01N 25/04,A01N,25/04,Química de materiais básicos
3402,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,UNIVERSIDADE FEDERAL DO CEARÁ,,UNB,DF,Centro-Oeste,A61K 31/165,A61K,31/165,Produtos farmacêuticos
3403,UNIVERSIDADE FEDERAL DE GOIÁS,,,UFG,GO,Centro-Oeste,A61K 31/4155,A61K,31/4155,Produtos farmacêuticos
3404,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,,,UFSJ,MG,Sudeste,C12N 1/16,C12N,1/16,Biotecnologia
3405,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,C12M 1/02,C12M,1/02,Biotecnologia
3406,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A23J 3/30,A23J,3/30,Química Alimentar
3407,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFMG,MG,Sudeste,A61K 31/13,A61K,31/13,Produtos farmacêuticos
3408,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,Sudeste,A61K 9/127,A61K,9/127,Produtos farmacêuticos
3409,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,Centro-Oeste,A61K 36/69,A61K,36/69,Produtos farmacêuticos
3410,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,A01N 65/08,A01N,65/08,Química de materiais básicos
3411,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,G10D 13/12,G10D,13/12,Outros bens de consumo
3412,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,,,UNIPAMPA,RS,Sul,A01K 15/02,A01K,15/02,Outras máquinas especiais
3413,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG,,,RJ,Sudeste,B28B 7/34,B28B,7/34,Outras máquinas especiais
3414,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS - IFAL","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,IFAL,AL,Nordeste,A47G 21/18,A47G,21/18,"Móveis, jogos"
3415,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 11/70,A23L,11/70,Química Alimentar
3416,UNIVERSIDADE FEDERAL FLUMINENSE,UNIVERSIDADE FEDERAL DE OURO PRETO,,UFF,RJ,Sudeste,C09D 133/14,C09D,133/14,Química de materiais básicos
3417,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO,,,IFMA,MA,Nordeste,A63B 23/04,A63B,23/04,"Móveis, jogos"
3418,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,,,UFT,TO,Centro-Oeste,C12M 1/00,C12M,1/00,Biotecnologia
3419,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA (UNILAB),SABI YARI MOÏSE BANDIRI,,UNILAB,CE,Nordeste,H04Q 11/00,H04Q,11/00,Telecomunicações
3420,INSTITUTO FEDERAL DO PARANÁ,UTFPR - UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,,IFPR,PR,Sul,F03G 3/06,F03G,3/06,"Motores, bombas, turbinas"
3421,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,Sul,A01F 25/16,A01F,25/16,Outras máquinas especiais
3422,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,,,UFES,ES,Sudeste,B01J 19/10,B01J,19/10,Engenharia química
3423,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,,,UFSB,BA,Nordeste,A23K 50/70,A23K,50/70,Química Alimentar
3424,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61K 31/704,A61K,31/704,Produtos farmacêuticos
3425,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A21D 13/04,A21D,13/04,Química Alimentar
3426,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,B24B 29/00,B24B,29/00,Máquina operatriz
3427,UNIVERSIDADE FEDERAL DO PIAUÍ,,,UFPI,PI,Nordeste,G01G 17/08,G01G,17/08,Medição
3428,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",MJ SERVICOS AMBIENTAIS E CONSTRUCAO SPE LTDA,,IFFLUMINENSE,RJ,Sudeste,C10B 53/02,C10B,53/02,Química de materiais básicos
3429,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL,,UFOP,MG,Sudeste,C07C 49/835,C07C,49/835,Química fina orgânica
3430,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A01N 25/10,A01N,25/10,Química de materiais básicos
3431,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,B01D 67/00,B01D,67/00,Engenharia química
3432,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,G01N 3/62,G01N,3/62,Medição
3433,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,B65D 81/26,B65D,81/26,Manuseio
3434,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61K 31/704,A61K,31/704,Produtos farmacêuticos
3435,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,,UFPE,PE,Nordeste,C08J 5/02,C08J,5/02,Outras máquinas especiais
3436,UNIVERSIDADE FEDERAL DE SANTA MARIA,,,UFSM,RS,Sul,C08L 5/12,C08L,5/12,"Química macromolecular, polímeros"
3437,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA - UFU,,,RJ,Sudeste,B23K 31/12,B23K,31/12,Máquina operatriz
3438,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,,FURG,RS,Sul,A61K 31/202,A61K,31/202,Produtos farmacêuticos
3439,MISSÃO SALESIANA DE MATO GROSSO - UNIVERSIDADE CATÓLICA DOM BOSCO - UCDB (UCDB),FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,FUNDAÇÃO UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,,MS,Centro-Oeste,A01K 29/00,A01K,29/00,Outras máquinas especiais
3440,UNIVERSIDADE FEDERAL DE JATAI,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,UNIVERSIDADE FEDERAL DE GOIÁS,UFJ,GO,Centro-Oeste,A61K 38/47,A61K,38/47,Produtos farmacêuticos
3441,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,,,UFJF,MG,Sudeste,A61H 7/00,A61H,7/00,Tecnologia médica
3442,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,,,UFJF,MG,Sudeste,A61K 9/00,A61K,9/00,Produtos farmacêuticos
3443,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,Sul,G09B 23/06,G09B,23/06,Controle
3444,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA",,,IFPB,PB,Nordeste,G01N 27/416,G01N,27/416,Medição
3445,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,,,UFT,TO,Centro-Oeste,G01K 11/12,G01K,11/12,Medição
3446,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C12N 15/115,C12N,15/115,Biotecnologia
3447,BRAZIL BIOTECH BIOTECNOLOGIA FARMACEUTICA,UNIVERSIDADE FEDERAL FLUMINENSE - UFF,,,RJ,Sudeste,A61K 35/19,A61K,35/19,Produtos farmacêuticos
3448,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE  PERNAMBUCO (IFPE)",,IFPB,PB,Nordeste,A47F 10/02,A47F,10/02,"Móveis, jogos"
3449,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,B01J 23/28,B01J,23/28,Engenharia química
3450,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSIDADE DO ESTADO DA BAHIA,,UFBA,BA,Nordeste,G01N 33/569,G01N/33,33/569,Análise de materiais biológicos
3451,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,C05C 9/00,C05C,9/00,Química de materiais básicos
3452,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DE SÃO  JOÃO DEL-REI - UFSJ,UNIVERSIDADE FEDERAL DE JUIZ  DE FORA - UFJF; UNIVERSIDADE  FEDERAL DE OURO PRETO - UFOP,UFMG,MG,Sudeste,A61L 27/06,A61L,27/06,Tecnologia médica
3453,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG,,,RJ,Sudeste,C01B 33/26,C01B,33/26,"Materiais, metalurgia"
3454,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,FURG,RS,Sul,G01N 27/30,G01N,27/30,Medição
3455,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,CLONING SOLUTIONS PESQUISA E DESENVOLVIMENTO LTDA,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL  - USCS,UFSCAR,SP,Sudeste,C12Q 1/682,C12Q,1/682,Biotecnologia
3456,UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG,UNIVERSIDADE ESTADUAL DE LONDRINA,,UNIFAL-MG,MG,Sudeste,G01N 21/31,G01N,21/31,Medição
3457,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,,,UFJF,MG,Sudeste,A61K 47/40,A61K,47/40,Produtos farmacêuticos
3458,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO EDUCACIONAL DE CRICIÚMA ? FUCRI,,UFMG,MG,Sudeste,C07K 19/00,C07K,19/00,Biotecnologia
3459,UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP,,,UNIFESP,SP,Sudeste,A41D 13/12,A41D,13/12,Outros bens de consumo
3460,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSIDADE FEDERAL DO PARANÁ - UFPR,UNIVERSIDADE FEDERAL DE UBERLÂNDIA - UFU,UFSCAR,SP,Sudeste,G01N 27/30,G01N,27/30,Medição
3461,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61K 47/42,A61K,47/42,Produtos farmacêuticos
3462,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A61K 31/05,A61K,31/05,Produtos farmacêuticos
3463,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR,,UTFPR,PR,Sul,G06C 1/00,G06C,1/00,Tecnologia computacional
3464,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"INSTITUTO FEDERAL DE  EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS ? CEFET/MG; NPN TECHNOLOGIES LTDA.,UFMG,MG,Sudeste,H01M 4/48,H01M,4/48,"Máquinas elétricas, aparelhos, energia"
3465,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A61K 36/22,A61K,36/22,Produtos farmacêuticos
3466,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA,,,UFERSA,RN,Nordeste,G01W 1/04,G01W,1/04,Medição
3467,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 19/00,A23L,19/00,Química Alimentar
3468,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,UFRN,RN,Nordeste,C06B 27/00,C06B,27/00,Química de materiais básicos
3469,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,G01N 1/10,G01N,1/10,Medição
3470,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,Centro-Oeste,C07K 7/08,C07K,7/08,Biotecnologia
3471,AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S.A.,ENERGÉTICA ÁGUAS DA PEDRA S.A.,SE NARANDIBA S.A.; UNIVERSIDADE FEDERAL DE UBERLÂNDIA; GRID SOLUTIONS TRANSMISSÃO DE ENERGIA LTDA.,,RJ,Sudeste,H02J 3/01,H02J,3/01,"Máquinas elétricas, aparelhos, energia"
3472,EMBRAPA-EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,DF,Centro-Oeste,C12N 15/56,C12N,15/56,Biotecnologia
3473,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,UNIVERSIDADE FEDERAL DE LAVRAS - UFLA,,UFOP,MG,Sudeste,G01N 33/14,G01N/33,33/14,Análise de materiais biológicos
3474,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,C07F 3/06,C07F,3/06,Química fina orgânica
3475,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,,UFLA,MG,Sudeste,A01N 63/32,A01N,63/32,Química de materiais básicos
3476,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - UFRGS,,,RJ,Sudeste,E21B 37/00,E21B,37/00,Engenharia Civil
3477,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 19/00,A23L,19/00,Química Alimentar
3478,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23C 9/13,A23C,9/13,Química Alimentar
3479,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C08G 59/02,C08G,59/02,"Química macromolecular, polímeros"
3480,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA,,,UFERSA,RN,Nordeste,G09B 19/22,G09B,19/22,Controle
3481,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,G06T 17/00,G06T,17/00,Tecnologia computacional
3482,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,G09B 19/00,G09B,19/00,Controle
3483,UNIVERSIDADE DO VALE DO RIO DOS SINOS - UNISINOS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - UFRGS,,,RS,Sul,C01F 7/06,C01F,7/06,"Materiais, metalurgia"
3484,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA",,,IFPB,PB,Nordeste,C02F 1/28,C02F,1/28,Tecnologia Ambiental
3485,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,,,UFT,TO,Centro-Oeste,C08G 18/72,C08G,18/72,"Química macromolecular, polímeros"
3486,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61K 36/185,A61K,36/185,Produtos farmacêuticos
