,Ano,UF,municipio,pib_pc,Ranking,QuintilRank,ipib_pc,classes,ibge_6
58421,2020,MG,Montalvânia,9679.02,4745.0,segundo décimo,9679.02,1-10k,314270
56277,2020,MA,Pindaré-Mirim,9677.57,4746.0,segundo décimo,9677.57,1-10k,210850
58263,2020,MG,Ibiaí,9656.56,4747.0,segundo décimo,9656.56,1-10k,312960
55767,2020,AM,Barreirinha,9652.53,4748.0,segundo décimo,9652.53,1-10k,130050
56459,2020,PI,José de Freitas,9650.85,4749.0,segundo décimo,9650.85,1-10k,220550
56980,2020,PB,Caraúbas,9650.09,4750.0,segundo décimo,9650.09,1-10k,250407
57008,2020,PB,Frei Martinho,9649.8,4751.0,segundo décimo,9649.8,1-10k,250620
56959,2020,PB,Bom Sucesso,9647.5,4752.0,segundo décimo,9647.5,1-10k,250230
56411,2020,PI,Coivaras,9645.55,4753.0,segundo décimo,9645.55,1-10k,220273
57325,2020,PE,Triunfo,9639.82,4754.0,segundo décimo,9639.82,1-10k,261570
58019,2020,MG,Botumirim,9638.98,4755.0,segundo décimo,9638.98,1-10k,310850
56778,2020,RN,Bom Jesus,9635.2,4756.0,segundo décimo,9635.2,1-10k,240170
57617,2020,BA,Condeúba,9632.73,4757.0,segundo décimo,9632.73,1-10k,290870
56044,2020,TO,Esperantina,9630.98,4758.0,segundo décimo,9630.98,1-10k,170740
55879,2020,PA,Curuá,9612.22,4759.0,segundo décimo,9612.22,1-10k,150285
57001,2020,PB,Vista Serrana,9606.83,4760.0,segundo décimo,9606.83,1-10k,250550
56503,2020,PI,Passagem Franca do Piauí,9598.89,4761.0,segundo décimo,9598.89,1-10k,220775
57535,2020,BA,Aracatu,9598.43,4762.0,segundo décimo,9598.43,1-10k,290200
61014,2020,GO,Águas Lindas de Goiás,9594.73,4763.0,segundo décimo,9594.73,1-10k,520025
58277,2020,MG,Indaiabira,9592.73,4764.0,segundo décimo,9592.73,1-10k,313065
56529,2020,PI,Santa Luz,9592.38,4765.0,segundo décimo,9592.38,1-10k,220930
57327,2020,PE,Tuparetama,9582.62,4766.0,segundo décimo,9582.62,1-10k,261590
56900,2020,RN,São Tomé,9578.53,4767.0,segundo décimo,9578.53,1-10k,241290
56671,2020,CE,Jardim,9576.9,4768.0,segundo décimo,9576.9,1-10k,230710
56426,2020,PI,Domingos Mourão,9576.01,4769.0,segundo décimo,9576.01,1-10k,220342
55866,2020,PA,Cachoeira do Arari,9575.58,4770.0,segundo décimo,9575.58,1-10k,150200
57867,2020,BA,São Felipe,9566.89,4771.0,segundo décimo,9566.89,1-10k,292910
57684,2020,BA,Irará,9561.7,4772.0,segundo décimo,9561.7,1-10k,291450
55867,2020,PA,Cametá,9561.65,4773.0,segundo décimo,9561.65,1-10k,150210
56698,2020,CE,Nova Russas,9556.58,4774.0,segundo décimo,9556.58,1-10k,230930
58231,2020,MG,Fronteira dos Vales,9556.18,4775.0,segundo décimo,9556.18,1-10k,312705
56872,2020,RN,Serra Caiada,9555.23,4776.0,segundo décimo,9555.23,1-10k,241030
56731,2020,CE,Saboeiro,9553.0,4777.0,segundo décimo,9553.0,1-10k,231190
61144,2020,GO,Mambaí,9552.79,4778.0,segundo décimo,9552.79,1-10k,521270
55875,2020,PA,Concórdia do Pará,9548.28,4779.0,segundo décimo,9548.28,1-10k,150275
57833,2020,BA,Retirolândia,9547.9,4780.0,segundo décimo,9547.9,1-10k,292610
56954,2020,PB,Belém do Brejo do Cruz,9541.69,4781.0,segundo décimo,9541.69,1-10k,250200
56433,2020,PI,Floresta do Piauí,9532.49,4782.0,segundo décimo,9532.49,1-10k,220385
57799,2020,BA,Palmas de Monte Alto,9529.56,4783.0,segundo décimo,9529.56,1-10k,292340
57209,2020,PE,Feira Nova,9528.03,4784.0,segundo décimo,9528.03,1-10k,260540
57653,2020,BA,Guajeru,9520.0,4785.0,segundo décimo,9520.0,1-10k,291165
57497,2020,SE,Salgado,9519.16,4786.0,segundo décimo,9519.16,1-10k,280620
57350,2020,AL,Campo Grande,9518.34,4787.0,segundo décimo,9518.34,1-10k,270150
57241,2020,PE,João Alfredo,9517.98,4788.0,segundo décimo,9517.98,1-10k,260810
56169,2020,MA,Bom Jesus das Selvas,9517.12,4789.0,segundo décimo,9517.12,1-10k,210203
58283,2020,MG,Ipaba,9514.6,4790.0,segundo décimo,9514.6,1-10k,313115
55945,2020,PA,Santa Luzia do Pará,9506.34,4791.0,segundo décimo,9506.34,1-10k,150655
57767,2020,BA,Miguel Calmon,9506.32,4792.0,segundo décimo,9506.32,1-10k,292120
56299,2020,MA,Santa Luzia do Paruá,9502.7,4793.0,segundo décimo,9502.7,1-10k,211003
57120,2020,PB,São José dos Cordeiros,9501.99,4794.0,segundo décimo,9501.99,1-10k,251480
57402,2020,AL,Pão de Açúcar,9500.2,4795.0,segundo décimo,9500.2,1-10k,270640
56226,2020,MA,Itapecuru Mirim,9499.01,4796.0,segundo décimo,9499.01,1-10k,210540
57584,2020,BA,Campo Alegre de Lourdes,9494.26,4797.0,segundo décimo,9494.26,1-10k,290590
56364,2020,PI,Aroazes,9489.48,4798.0,segundo décimo,9489.48,1-10k,220090
56402,2020,PI,Capitão Gervásio Oliveira,9485.14,4799.0,segundo décimo,9485.14,1-10k,220245
55776,2020,AM,Careiro,9480.38,4800.0,segundo décimo,9480.38,1-10k,130110
56309,2020,MA,São Domingos do Maranhão,9479.45,4801.0,segundo décimo,9479.45,1-10k,211070
56992,2020,PB,Cruz do Espírito Santo,9477.04,4802.0,segundo décimo,9477.04,1-10k,250490
56542,2020,PI,São João da Fronteira,9475.72,4803.0,segundo décimo,9475.72,1-10k,220987
57288,2020,PE,Saloá,9469.05,4804.0,segundo décimo,9469.05,1-10k,261230
57629,2020,BA,Curaçá,9464.48,4805.0,segundo décimo,9464.48,1-10k,290990
56612,2020,CE,Cariré,9460.38,4806.0,segundo décimo,9460.38,1-10k,230310
55970,2020,PA,Tracuateua,9458.6,4807.0,segundo décimo,9458.6,1-10k,150803
57657,2020,BA,Iaçu,9455.1,4808.0,segundo décimo,9455.1,1-10k,291190
56406,2020,PI,Castelo do Piauí,9453.46,4809.0,segundo décimo,9453.46,1-10k,220260
57652,2020,BA,Governador Mangabeira,9448.08,4810.0,segundo décimo,9448.08,1-10k,291160
57096,2020,PB,Santa Inês,9447.83,4811.0,segundo décimo,9447.83,1-10k,251335
56579,2020,CE,Acopiara,9432.25,4812.0,segundo décimo,9432.25,1-10k,230030
57434,2020,AL,Traipu,9429.08,4813.0,segundo décimo,9429.08,1-10k,270920
56948,2020,PB,Baraúna,9427.79,4814.0,segundo décimo,9427.79,1-10k,250153
57872,2020,BA,São José do Jacuípe,9427.34,4815.0,segundo décimo,9427.34,1-10k,292937
56962,2020,PB,Igaracy,9426.0,4816.0,segundo décimo,9426.0,1-10k,250260
58454,2020,MG,Novo Cruzeiro,9418.94,4817.0,segundo décimo,9418.94,1-10k,314530
57069,2020,PB,Pilar,9413.17,4818.0,segundo décimo,9413.17,1-10k,251150
57534,2020,BA,Apuarema,9413.08,4819.0,segundo décimo,9413.08,1-10k,290195
57531,2020,BA,Antônio Cardoso,9411.14,4820.0,segundo décimo,9411.14,1-10k,290170
56415,2020,PI,Coronel José Dias,9406.99,4821.0,segundo décimo,9406.99,1-10k,220285
58669,2020,MG,São José da Safira,9403.6,4822.0,segundo décimo,9403.6,1-10k,316300
56293,2020,MA,Rosário,9402.08,4823.0,segundo décimo,9402.08,1-10k,210960
56571,2020,PI,Várzea Branca,9398.92,4824.0,segundo décimo,9398.92,1-10k,221135
56690,2020,CE,Mombaça,9398.42,4825.0,segundo décimo,9398.42,1-10k,230850
56964,2020,PB,Brejo do Cruz,9395.64,4826.0,segundo décimo,9395.64,1-10k,250280
57272,2020,PE,Pedra,9394.07,4827.0,segundo décimo,9394.07,1-10k,261080
56552,2020,PI,São Luis do Piauí,9391.28,4828.0,segundo décimo,9391.28,1-10k,221037
56492,2020,PI,Novo Santo Antônio,9389.81,4829.0,segundo décimo,9389.81,1-10k,220695
56403,2020,PI,Caracol,9389.49,4830.0,segundo décimo,9389.49,1-10k,220250
56554,2020,PI,São Miguel do Fidalgo,9378.91,4831.0,segundo décimo,9378.91,1-10k,221039
57906,2020,BA,Uauá,9371.11,4832.0,segundo décimo,9371.11,1-10k,293200
57367,2020,AL,Ibateguara,9370.86,4833.0,segundo décimo,9370.86,1-10k,270300
57065,2020,PB,Pedra Lavrada,9360.6,4834.0,segundo décimo,9360.6,1-10k,251110
57565,2020,BA,Brejões,9359.87,4835.0,segundo décimo,9359.87,1-10k,290430
56404,2020,PI,Caraúbas do Piauí,9359.66,4836.0,segundo décimo,9359.66,1-10k,220253
58410,2020,MG,Mesquita,9356.97,4837.0,segundo décimo,9356.97,1-10k,314170
56721,2020,CE,Potengi,9353.64,4838.0,segundo décimo,9353.64,1-10k,231120
58712,2020,MG,Serra dos Aimorés,9348.91,4839.0,segundo décimo,9348.91,1-10k,316670
57814,2020,BA,Piraí do Norte,9348.03,4840.0,segundo décimo,9348.03,1-10k,292467
57809,2020,BA,Piatã,9345.97,4841.0,segundo décimo,9345.97,1-10k,292430
56395,2020,PI,Campo Alegre do Fidalgo,9345.47,4842.0,segundo décimo,9345.47,1-10k,220211
56448,2020,PI,Isaías Coelho,9341.78,4843.0,segundo décimo,9341.78,1-10k,220490
57075,2020,PB,Poço Dantas,9340.55,4844.0,segundo décimo,9340.55,1-10k,251203
56366,2020,PI,Arraial,9336.01,4845.0,segundo décimo,9336.01,1-10k,220100
56394,2020,PI,Campinas do Piauí,9334.61,4846.0,segundo décimo,9334.61,1-10k,220210
56840,2020,RN,Marcelino Vieira,9334.19,4847.0,segundo décimo,9334.19,1-10k,240730
56853,2020,RN,Paraná,9333.84,4848.0,segundo décimo,9333.84,1-10k,240860
58686,2020,MG,São Sebastião do Maranhão,9332.97,4849.0,segundo décimo,9332.97,1-10k,316450
56380,2020,PI,Boa Hora,9327.21,4850.0,segundo décimo,9327.21,1-10k,220177
56819,2020,RN,Japi,9322.05,4851.0,segundo décimo,9322.05,1-10k,240540
57486,2020,SE,Pedrinhas,9318.46,4852.0,segundo décimo,9318.46,1-10k,280510
57085,2020,PB,Riachão,9317.27,4853.0,segundo décimo,9317.27,1-10k,251274
56701,2020,CE,Orós,9316.89,4854.0,segundo décimo,9316.89,1-10k,230950
55761,2020,AM,Anamã,9310.13,4855.0,segundo décimo,9310.13,1-10k,130008
57064,2020,PB,Pedra Branca,9305.67,4856.0,segundo décimo,9305.67,1-10k,251100
56362,2020,PI,Anísio de Abreu,9298.27,4857.0,segundo décimo,9298.27,1-10k,220070
56443,2020,PI,Guaribas,9296.46,4858.0,segundo décimo,9296.46,1-10k,220455
57813,2020,BA,Pintadas,9287.95,4859.0,segundo décimo,9287.95,1-10k,292465
56647,2020,CE,Ibaretama,9285.37,4860.0,segundo décimo,9285.37,1-10k,230526
56605,2020,CE,Boa Viagem,9284.37,4861.0,segundo décimo,9284.37,1-10k,230240
56585,2020,CE,Antonina do Norte,9279.79,4862.0,segundo décimo,9279.79,1-10k,230080
57597,2020,BA,Caraíbas,9275.45,4863.0,segundo décimo,9275.45,1-10k,290689
58519,2020,MG,Pingo-d'Água,9274.61,4864.0,segundo décimo,9274.61,1-10k,315053
57694,2020,BA,Itaguaçu da Bahia,9271.86,4865.0,segundo décimo,9271.86,1-10k,291535
57781,2020,BA,Muritiba,9267.52,4866.0,segundo décimo,9267.52,1-10k,292230
55914,2020,PA,Nova Timboteua,9267.06,4867.0,segundo décimo,9267.06,1-10k,150500
58159,2020,MG,Curral de Dentro,9262.06,4868.0,segundo décimo,9262.06,1-10k,312087
56630,2020,CE,Ereré,9259.84,4869.0,segundo décimo,9259.84,1-10k,230427
55891,2020,PA,Ipixuna do Pará,9252.6,4870.0,segundo décimo,9252.6,1-10k,150345
57176,2020,PE,Brejinho,9243.93,4871.0,segundo décimo,9243.93,1-10k,260250
57334,2020,PE,Xexéu,9243.47,4872.0,segundo décimo,9243.47,1-10k,261650
56407,2020,PI,Caxingó,9220.78,4873.0,segundo décimo,9220.78,1-10k,220265
56508,2020,PI,Pedro II,9205.86,4874.0,segundo décimo,9205.86,1-10k,220790
56379,2020,PI,Betânia do Piauí,9205.41,4875.0,segundo décimo,9205.41,1-10k,220173
57524,2020,BA,América Dourada,9205.04,4876.0,segundo décimo,9205.04,1-10k,290115
57189,2020,PE,Canhotinho,9203.92,4877.0,segundo décimo,9203.92,1-10k,260370
58575,2020,MG,Rio Pardo de Minas,9192.71,4878.0,segundo décimo,9192.71,1-10k,315560
56613,2020,CE,Caririaçu,9186.37,4879.0,segundo décimo,9186.37,1-10k,230320
57525,2020,BA,Anagé,9177.17,4880.0,segundo décimo,9177.17,1-10k,290120
56995,2020,PB,Cuitegi,9171.33,4881.0,segundo décimo,9171.33,1-10k,250520
57791,2020,BA,Nova Soure,9169.12,4882.0,segundo décimo,9169.12,1-10k,292290
56810,2020,RN,Ielmo Marinho,9166.39,4883.0,segundo décimo,9166.39,1-10k,240460
56175,2020,MA,Buriticupu,9162.96,4884.0,segundo décimo,9162.96,1-10k,210232
57021,2020,PB,Jericó,9162.67,4885.0,segundo décimo,9162.67,1-10k,250740
58213,2020,MG,Felisburgo,9161.66,4886.0,segundo décimo,9161.66,1-10k,312560
56576,2020,CE,Abaiara,9158.04,4887.0,segundo décimo,9158.04,1-10k,230010
57200,2020,PE,Condado,9146.9,4888.0,segundo décimo,9146.9,1-10k,260460
56568,2020,PI,União,9139.08,4889.0,segundo décimo,9139.08,1-10k,221110
57915,2020,BA,Utinga,9136.21,4890.0,segundo décimo,9136.21,1-10k,293280
57048,2020,PB,Montadas,9133.38,4891.0,segundo décimo,9133.38,1-10k,250950
57771,2020,BA,Monte Santo,9133.21,4892.0,segundo décimo,9133.21,1-10k,292150
56223,2020,MA,Igarapé Grande,9132.96,4893.0,segundo décimo,9132.96,1-10k,210520
61174,2020,GO,Novo Gama,9132.84,4894.0,segundo décimo,9132.84,1-10k,521523
57035,2020,PB,Mãe d'Água,9127.5,4895.0,segundo décimo,9127.5,1-10k,250870
58108,2020,MG,Cipotânea,9126.7,4896.0,segundo décimo,9126.7,1-10k,311630
57185,2020,PE,Calumbi,9125.74,4897.0,segundo décimo,9125.74,1-10k,260340
57591,2020,BA,Candiba,9123.37,4898.0,segundo décimo,9123.37,1-10k,290660
56537,2020,PI,São Francisco de Assis do Piauí,9122.43,4899.0,segundo décimo,9122.43,1-10k,220965
57691,2020,BA,Itagi,9122.0,4900.0,segundo décimo,9122.0,1-10k,291510
55872,2020,PA,Chaves,9117.43,4901.0,segundo décimo,9117.43,1-10k,150250
57645,2020,BA,Floresta Azul,9116.47,4902.0,segundo décimo,9116.47,1-10k,291100
56572,2020,PI,Várzea Grande,9115.19,4903.0,segundo décimo,9115.19,1-10k,221140
56152,2020,MA,Arari,9107.14,4904.0,segundo décimo,9107.14,1-10k,210100
57875,2020,BA,Sapeaçu,9106.96,4905.0,segundo décimo,9106.96,1-10k,292960
58135,2020,MG,Coração de Jesus,9106.94,4906.0,segundo décimo,9106.94,1-10k,311880
56629,2020,CE,Deputado Irapuan Pinheiro,9105.25,4907.0,segundo décimo,9105.25,1-10k,230426
57539,2020,BA,Arataca,9105.0,4908.0,segundo décimo,9105.0,1-10k,290225
56171,2020,MA,Brejo,9096.81,4909.0,segundo décimo,9096.81,1-10k,210210
56408,2020,PI,Cocal,9092.64,4910.0,segundo décimo,9092.64,1-10k,220270
57347,2020,AL,Cajueiro,9090.52,4911.0,segundo décimo,9090.52,1-10k,270130
56599,2020,CE,Barreira,9089.71,4912.0,segundo décimo,9089.71,1-10k,230195
57202,2020,PE,Cortês,9085.66,4913.0,segundo décimo,9085.66,1-10k,260480
57619,2020,BA,Coração de Maria,9085.63,4914.0,segundo décimo,9085.63,1-10k,290890
56307,2020,MA,São Bernardo,9083.47,4915.0,segundo décimo,9083.47,1-10k,211060
56550,2020,PI,São Julião,9082.15,4916.0,segundo décimo,9082.15,1-10k,221030
56790,2020,RN,Coronel Ezequiel,9080.51,4917.0,segundo décimo,9080.51,1-10k,240280
57555,2020,BA,Belo Campo,9077.74,4918.0,segundo décimo,9077.74,1-10k,290350
57007,2020,PB,Fagundes,9077.32,4919.0,segundo décimo,9077.32,1-10k,250610
55769,2020,AM,Beruri,9068.84,4920.0,segundo décimo,9068.84,1-10k,130063
56940,2020,PB,Araruna,9067.14,4921.0,segundo décimo,9067.14,1-10k,250100
56676,2020,CE,Lavras da Mangabeira,9065.59,4922.0,segundo décimo,9065.59,1-10k,230750
57178,2020,PE,Buenos Aires,9065.28,4923.0,segundo décimo,9065.28,1-10k,260270
56791,2020,RN,Coronel João Pessoa,9064.59,4924.0,segundo décimo,9064.59,1-10k,240290
55886,2020,PA,Goianésia do Pará,9054.66,4925.0,segundo décimo,9054.66,1-10k,150309
56535,2020,PI,São Braz do Piauí,9053.61,4926.0,segundo décimo,9053.61,1-10k,220955
57514,2020,BA,Acajutiba,9048.86,4927.0,segundo décimo,9048.86,1-10k,290030
58538,2020,MG,Ponto dos Volantes,9040.58,4928.0,segundo décimo,9040.58,1-10k,315217
57889,2020,BA,Sítio do Mato,9040.41,4929.0,segundo décimo,9040.41,1-10k,293075
58765,2020,MG,Varzelândia,9037.7,4930.0,segundo décimo,9037.7,1-10k,317090
57211,2020,PE,Ferreiros,9037.44,4931.0,segundo décimo,9037.44,1-10k,260550
58473,2020,MG,Pai Pedro,9033.2,4932.0,segundo décimo,9033.2,1-10k,314655
57712,2020,BA,Itiúba,9032.98,4933.0,segundo décimo,9032.98,1-10k,291700
57223,2020,PE,Ibirajuba,9031.21,4934.0,segundo décimo,9031.21,1-10k,260670
58775,2020,MG,Virgem da Lapa,9030.64,4935.0,segundo décimo,9030.64,1-10k,317160
57057,2020,PB,Olho d'Água,9029.02,4936.0,segundo décimo,9029.02,1-10k,251040
56893,2020,RN,São José do Campestre,9028.14,4937.0,segundo décimo,9028.14,1-10k,241230
58662,2020,MG,São João do Pacuí,9023.87,4938.0,segundo décimo,9023.87,1-10k,316265
56711,2020,CE,Paramoti,9015.57,4939.0,segundo décimo,9015.57,1-10k,231040
56449,2020,PI,Itainópolis,9009.69,4940.0,segundo décimo,9009.69,1-10k,220500
56409,2020,PI,Cocal de Telha,9005.05,4941.0,segundo décimo,9005.05,1-10k,220271
58758,2020,MG,Urucuia,9004.03,4942.0,segundo décimo,9004.03,1-10k,317052
56462,2020,PI,Jurema,9002.88,4943.0,segundo décimo,9002.88,1-10k,220553
58606,2020,MG,Santa Maria do Salto,9002.23,4944.0,segundo décimo,9002.23,1-10k,315810
57114,2020,PB,São José dos Ramos,8997.07,4945.0,segundo décimo,8997.07,1-10k,251445
55883,2020,PA,Faro,8992.73,4946.0,segundo décimo,8992.73,1-10k,150300
57592,2020,BA,Cândido Sales,8990.91,4947.0,segundo décimo,8990.91,1-10k,290670
57240,2020,PE,Jatobá,8983.19,4948.0,segundo décimo,8983.19,1-10k,260805
56982,2020,PB,Casserengue,8974.37,4949.0,segundo décimo,8974.37,1-10k,250415
56193,2020,MA,Codó,8971.68,4950.0,segundo décimo,8971.68,1-10k,210330
55805,2020,AM,Pauini,8970.3,4951.0,segundo décimo,8970.3,1-10k,130350
57093,2020,PB,Santa Cecília,8966.86,4952.0,segundo décimo,8966.86,1-10k,251315
56739,2020,CE,São Luís do Curu,8962.27,4953.0,segundo décimo,8962.27,1-10k,231260
58710,2020,MG,Serra Azul de Minas,8961.35,4954.0,segundo décimo,8961.35,1-10k,316650
57928,2020,BA,Xique-Xique,8961.01,4955.0,segundo décimo,8961.01,1-10k,293360
57049,2020,PB,Monte Horebe,8950.69,4956.0,segundo décimo,8950.69,1-10k,250960
56166,2020,MA,Bernardo do Mearim,8945.54,4957.0,segundo décimo,8945.54,1-10k,210193
57997,2020,MG,Berilo,8941.69,4958.0,segundo décimo,8941.69,1-10k,310650
56563,2020,PI,Socorro do Piauí,8935.91,4959.0,segundo décimo,8935.91,1-10k,221090
57858,2020,BA,Santa Rita de Cássia,8935.28,4960.0,segundo décimo,8935.28,1-10k,292840
57526,2020,BA,Andaraí,8934.8,4961.0,segundo décimo,8934.8,1-10k,290130
57303,2020,PE,São José do Belmonte,8927.88,4962.0,segundo décimo,8927.88,1-10k,261350
56870,2020,RN,Portalegre,8926.24,4963.0,segundo décimo,8926.24,1-10k,241020
56950,2020,PB,Barra de Santa Rosa,8924.21,4964.0,segundo décimo,8924.21,1-10k,250160
57051,2020,PB,Mulungu,8922.39,4965.0,segundo décimo,8922.39,1-10k,250980
57600,2020,BA,Carinhanha,8922.36,4966.0,segundo décimo,8922.36,1-10k,290710
56699,2020,CE,Novo Oriente,8921.11,4967.0,segundo décimo,8921.11,1-10k,230940
57023,2020,PB,Juarez Távora,8917.46,4968.0,segundo décimo,8917.46,1-10k,250760
57227,2020,PE,Ingazeira,8914.87,4969.0,segundo décimo,8914.87,1-10k,260710
55812,2020,AM,São Sebastião do Uatumã,8913.14,4970.0,segundo décimo,8913.14,1-10k,130395
56700,2020,CE,Ocara,8912.68,4971.0,segundo décimo,8912.68,1-10k,230945
56504,2020,PI,Patos do Piauí,8910.23,4972.0,segundo décimo,8910.23,1-10k,220777
58128,2020,MG,Congonhas do Norte,8909.47,4973.0,segundo décimo,8909.47,1-10k,311810
56965,2020,PB,Brejo dos Santos,8906.02,4974.0,segundo décimo,8906.02,1-10k,250290
57099,2020,PB,Santana dos Garrotes,8905.32,4975.0,segundo décimo,8905.32,1-10k,251360
56904,2020,RN,Serra de São Bento,8901.43,4976.0,segundo décimo,8901.43,1-10k,241330
57191,2020,PE,Carnaíba,8900.39,4977.0,segundo décimo,8900.39,1-10k,260390
57098,2020,PB,Santana de Mangueira,8898.71,4978.0,segundo décimo,8898.71,1-10k,251350
58264,2020,MG,Ibiracatu,8898.54,4979.0,segundo décimo,8898.54,1-10k,312965
56525,2020,PI,Rio Grande do Piauí,8894.18,4980.0,segundo décimo,8894.18,1-10k,220900
56649,2020,CE,Ibicuitinga,8893.02,4981.0,segundo décimo,8893.02,1-10k,230533
57897,2020,BA,Taperoá,8887.28,4982.0,segundo décimo,8887.28,1-10k,293120
56551,2020,PI,São Lourenço do Piauí,8883.89,4983.0,segundo décimo,8883.89,1-10k,221035
57348,2020,AL,Campestre,8883.63,4984.0,segundo décimo,8883.63,1-10k,270135
58329,2020,MG,Japonvar,8883.47,4985.0,segundo décimo,8883.47,1-10k,313535
56898,2020,RN,São Pedro,8876.55,4986.0,segundo décimo,8876.55,1-10k,241270
57593,2020,BA,Cansanção,8876.27,4987.0,segundo décimo,8876.27,1-10k,290680
57013,2020,PB,Ibiara,8874.79,4988.0,segundo décimo,8874.79,1-10k,250660
56973,2020,PB,Caiçara,8871.8,4989.0,segundo décimo,8871.8,1-10k,250360
57711,2020,BA,Itiruçu,8869.81,4990.0,segundo décimo,8869.81,1-10k,291690
57572,2020,BA,Cabaceiras do Paraguaçu,8868.51,4991.0,segundo décimo,8868.51,1-10k,290485
56717,2020,CE,Piquet Carneiro,8868.11,4992.0,segundo décimo,8868.11,1-10k,231090
57384,2020,AL,Maravilha,8866.46,4993.0,segundo décimo,8866.46,1-10k,270460
57055,2020,PB,Nova Olinda,8866.17,4994.0,segundo décimo,8866.17,1-10k,251020
57094,2020,PB,Santa Cruz,8866.13,4995.0,segundo décimo,8866.13,1-10k,251320
56438,2020,PI,Francisco Santos,8856.99,4996.0,segundo décimo,8856.99,1-10k,220420
56531,2020,PI,Santa Rosa do Piauí,8853.54,4997.0,segundo décimo,8853.54,1-10k,220937
57173,2020,PE,Bom Jardim,8851.9,4998.0,segundo décimo,8851.9,1-10k,260220
57141,2020,PB,Tavares,8851.6,4999.0,segundo décimo,8851.6,1-10k,251660
56216,2020,MA,Governador Nunes Freire,8849.43,5000.0,segundo décimo,8849.43,1-10k,210467
56424,2020,PI,Dirceu Arcoverde,8847.46,5001.0,segundo décimo,8847.46,1-10k,220335
55896,2020,PA,Jacundá,8846.22,5002.0,segundo décimo,8846.22,1-10k,150380
57080,2020,PB,Puxinanã,8844.64,5003.0,segundo décimo,8844.64,1-10k,251240
56268,2020,MA,Passagem Franca,8835.43,5004.0,segundo décimo,8835.43,1-10k,210790
56620,2020,CE,Cedro,8835.04,5005.0,segundo décimo,8835.04,1-10k,230380
56487,2020,PI,Nazaré do Piauí,8830.34,5006.0,segundo décimo,8830.34,1-10k,220670
56410,2020,PI,Cocal dos Alves,8828.28,5007.0,segundo décimo,8828.28,1-10k,220272
56732,2020,CE,Salitre,8826.75,5008.0,segundo décimo,8826.75,1-10k,231195
56538,2020,PI,São Francisco do Piauí,8823.96,5009.0,segundo décimo,8823.96,1-10k,220970
56902,2020,RN,Senador Elói de Souza,8821.64,5010.0,segundo décimo,8821.64,1-10k,241310
57854,2020,BA,Santa Luzia,8819.79,5011.0,segundo décimo,8819.79,1-10k,292805
56352,2020,PI,Acauã,8819.73,5012.0,segundo décimo,8819.73,1-10k,220005
57083,2020,PB,Remígio,8819.37,5013.0,segundo décimo,8819.37,1-10k,251270
56147,2020,MA,Anapurus,8817.78,5014.0,primeiro décimo,8817.78,1-10k,210080
57052,2020,PB,Natuba,8811.84,5015.0,primeiro décimo,8811.84,1-10k,250990
56468,2020,PI,Lagoa do Sítio,8801.75,5016.0,primeiro décimo,8801.75,1-10k,220559
57042,2020,PB,Massaranduba,8796.45,5017.0,primeiro décimo,8796.45,1-10k,250920
57806,2020,BA,Pé de Serra,8788.45,5018.0,primeiro décimo,8788.45,1-10k,292405
57242,2020,PE,Joaquim Nabuco,8787.54,5019.0,primeiro décimo,8787.54,1-10k,260820
56351,2020,MA,Zé Doca,8779.78,5020.0,primeiro décimo,8779.78,1-10k,211400
56614,2020,CE,Cariús,8778.94,5021.0,primeiro décimo,8778.94,1-10k,230330
57726,2020,BA,Jiquiriçá,8777.66,5022.0,primeiro décimo,8777.66,1-10k,291820
58469,2020,MG,Padre Carvalho,8775.32,5023.0,primeiro décimo,8775.32,1-10k,314625
56355,2020,PI,Alagoinha do Piauí,8772.48,5024.0,primeiro décimo,8772.48,1-10k,220025
56141,2020,MA,Alto Alegre do Maranhão,8770.52,5025.0,primeiro décimo,8770.52,1-10k,210043
58342,2020,MG,Jordânia,8769.9,5026.0,primeiro décimo,8769.9,1-10k,313650
56591,2020,CE,Araripe,8762.18,5027.0,primeiro décimo,8762.18,1-10k,230130
57424,2020,AL,São José da Tapera,8761.67,5028.0,primeiro décimo,8761.67,1-10k,270840
56276,2020,MA,Peritoró,8756.71,5029.0,primeiro décimo,8756.71,1-10k,210845
57556,2020,BA,Biritinga,8753.32,5030.0,primeiro décimo,8753.32,1-10k,290360
55802,2020,AM,Novo Airão,8750.36,5031.0,primeiro décimo,8750.36,1-10k,130320
58374,2020,MG,Luislândia,8741.35,5032.0,primeiro décimo,8741.35,1-10k,313868
55781,2020,AM,Envira,8738.08,5033.0,primeiro décimo,8738.08,1-10k,130150
56311,2020,MA,São Francisco do Brejão,8736.18,5034.0,primeiro décimo,8736.18,1-10k,211085
57234,2020,PE,Itapetim,8732.97,5035.0,primeiro décimo,8732.97,1-10k,260770
56471,2020,PI,Luzilândia,8730.55,5036.0,primeiro décimo,8730.55,1-10k,220580
56707,2020,CE,Palmácia,8725.16,5037.0,primeiro décimo,8725.16,1-10k,231010
57662,2020,BA,Ibipeba,8723.53,5038.0,primeiro décimo,8723.53,1-10k,291240
55887,2020,PA,Gurupá,8722.93,5039.0,primeiro décimo,8722.93,1-10k,150310
57756,2020,BA,Malhada de Pedras,8716.19,5040.0,primeiro décimo,8716.19,1-10k,292030
56768,2020,RN,Antônio Martins,8716.0,5041.0,primeiro décimo,8716.0,1-10k,240090
