,Ano,UF,municipio,pib_pc,Ranking,QuintilRank,ipib_pc,classes,ibge_6
59165,2020,SP,Guatapará,32686.33,1487.0,oitavo décimo,32686.33,30k-40k,351885
60215,2020,SC,Rio Negrinho,32682.5,1488.0,oitavo décimo,32682.5,30k-40k,421500
55718,2020,RO,Chupinguaia,32677.85,1489.0,oitavo décimo,32677.85,30k-40k,110092
60242,2020,SC,São João do Sul,32637.21,1490.0,oitavo décimo,32637.21,30k-40k,421640
59983,2020,PR,Umuarama,32636.5,1491.0,oitavo décimo,32636.5,30k-40k,412810
56111,2020,TO,Santa Maria do Tocantins,32626.07,1492.0,oitavo décimo,32626.07,30k-40k,171888
59920,2020,PR,Santa Inês,32624.41,1493.0,oitavo décimo,32624.41,30k-40k,412360
60061,2020,SC,Chapadão do Lageado,32621.71,1494.0,oitavo décimo,32621.71,30k-40k,420419
58741,2020,MG,Três Corações,32604.19,1495.0,oitavo décimo,32604.19,30k-40k,316930
59645,2020,PR,Cafezal do Sul,32588.4,1496.0,oitavo décimo,32588.4,30k-40k,410347
59419,2020,SP,Quadra,32569.21,1497.0,oitavo décimo,32569.21,30k-40k,354165
60680,2020,RS,São Jorge,32556.22,1498.0,oitavo décimo,32556.22,30k-40k,431844
60824,2020,MS,Guia Lopes da Laguna,32546.63,1499.0,oitavo décimo,32546.63,30k-40k,500410
59374,2020,SP,Pereiras,32546.19,1500.0,oitavo décimo,32546.19,30k-40k,353750
61122,2020,GO,Itaberaí,32512.62,1501.0,oitavo décimo,32512.62,30k-40k,521040
60074,2020,SC,Descanso,32499.66,1502.0,oitavo décimo,32499.66,30k-40k,420490
60666,2020,RS,Santo Antônio da Patrulha,32496.04,1503.0,oitavo décimo,32496.04,30k-40k,431760
59091,2020,SP,Coroados,32473.23,1504.0,oitavo décimo,32473.23,30k-40k,351250
60722,2020,RS,Sete de Setembro,32455.09,1505.0,oitavo décimo,32455.09,30k-40k,432057
56128,2020,TO,Palmas,32452.56,1506.0,oitavo décimo,32452.56,30k-40k,172100
56006,2020,TO,Araguaçu,32451.51,1507.0,oitavo décimo,32451.51,30k-40k,170200
60553,2020,RS,Morro Reuter,32448.01,1508.0,oitavo décimo,32448.01,30k-40k,431247
61231,2020,GO,Senador Canedo,32428.11,1509.0,oitavo décimo,32428.11,30k-40k,522045
60076,2020,SC,Dona Emma,32405.44,1510.0,oitavo décimo,32405.44,30k-40k,420510
58484,2020,MG,Passa Quatro,32377.11,1511.0,oitavo décimo,32377.11,30k-40k,314760
59597,2020,PR,Abatiá,32365.02,1512.0,oitavo décimo,32365.02,30k-40k,410010
59100,2020,SP,Cruzeiro,32357.47,1513.0,oitavo décimo,32357.47,30k-40k,351340
60527,2020,RS,Linha Nova,32328.34,1514.0,oitavo décimo,32328.34,30k-40k,431164
58769,2020,MG,Veríssimo,32305.56,1515.0,oitavo décimo,32305.56,30k-40k,317110
60174,2020,SC,Paial,32292.49,1516.0,oitavo décimo,32292.49,30k-40k,421187
58936,2020,RJ,São José do Vale do Rio Preto,32270.16,1517.0,oitavo décimo,32270.16,30k-40k,330515
59728,2020,PR,Guaporema,32265.29,1518.0,oitavo décimo,32265.29,30k-40k,410910
55695,2020,RO,Jaru,32256.26,1519.0,oitavo décimo,32256.26,30k-40k,110011
61139,2020,GO,Jussara,32234.46,1520.0,oitavo décimo,32234.46,30k-40k,521220
55687,2020,RO,Cabixi,32226.25,1521.0,oitavo décimo,32226.25,30k-40k,110003
56087,2020,TO,Paranã,32223.69,1522.0,oitavo décimo,32223.69,30k-40k,171620
60224,2020,SC,Santa Cecília,32217.95,1523.0,oitavo décimo,32217.95,30k-40k,421550
59207,2020,SP,Itapetininga,32215.54,1524.0,oitavo décimo,32215.54,30k-40k,352230
60915,2020,MT,Guiratinga,32198.09,1525.0,oitavo décimo,32198.09,30k-40k,510420
56325,2020,MA,São Raimundo das Mangabeiras,32189.93,1526.0,oitavo décimo,32189.93,30k-40k,211160
59625,2020,PR,Bandeirantes,32178.42,1527.0,oitavo décimo,32178.42,30k-40k,410240
60541,2020,RS,Mato Leitão,32160.18,1528.0,oitavo décimo,32160.18,30k-40k,431215
59747,2020,PR,Iporã,32146.73,1529.0,oitavo décimo,32146.73,30k-40k,411060
58147,2020,MG,Córrego Fundo,32142.46,1530.0,oitavo décimo,32142.46,30k-40k,311995
59270,2020,SP,Magda,32141.72,1531.0,oitavo décimo,32141.72,30k-40k,352830
60455,2020,RS,Faxinalzinho,32123.46,1532.0,oitavo décimo,32123.46,30k-40k,430805
60568,2020,RS,Nova Hartz,32102.03,1533.0,oitavo décimo,32102.03,30k-40k,431306
60144,2020,SC,Lontras,32083.57,1534.0,oitavo décimo,32083.57,30k-40k,420990
55915,2020,PA,Novo Progresso,32078.77,1535.0,oitavo décimo,32078.77,30k-40k,150503
59098,2020,SP,Cristais Paulista,32076.08,1536.0,oitavo décimo,32076.08,30k-40k,351320
59987,2020,PR,Wenceslau Braz,32072.85,1537.0,oitavo décimo,32072.85,30k-40k,412850
59672,2020,PR,Cianorte,32063.31,1538.0,oitavo décimo,32063.31,30k-40k,410550
60101,2020,SC,Ibiam,32053.03,1539.0,oitavo décimo,32053.03,30k-40k,420675
60790,2020,MS,Amambai,32016.94,1540.0,oitavo décimo,32016.94,30k-40k,500060
57742,2020,BA,Lauro de Freitas,32002.21,1541.0,oitavo décimo,32002.21,30k-40k,291920
59822,2020,PR,Munhoz de Melo,31988.35,1542.0,oitavo décimo,31988.35,30k-40k,411630
58892,2020,RJ,Itaperuna,31955.92,1543.0,oitavo décimo,31955.92,30k-40k,330220
58867,2020,RJ,Barra Mansa,31943.28,1544.0,oitavo décimo,31943.28,30k-40k,330040
60609,2020,RS,Pirapó,31926.69,1545.0,oitavo décimo,31926.69,30k-40k,431455
60077,2020,SC,Doutor Pedrinho,31919.46,1546.0,oitavo décimo,31919.46,30k-40k,420515
59393,2020,SP,Pitangueiras,31905.74,1547.0,oitavo décimo,31905.74,30k-40k,353950
60189,2020,SC,Petrolândia,31888.83,1548.0,oitavo décimo,31888.83,30k-40k,421270
60075,2020,SC,Dionísio Cerqueira,31861.37,1549.0,oitavo décimo,31861.37,30k-40k,420500
60733,2020,RS,Taquari,31848.36,1550.0,oitavo décimo,31848.36,30k-40k,432130
59041,2020,SP,Brodowski,31848.16,1551.0,oitavo décimo,31848.16,30k-40k,350780
59874,2020,PR,Porto Amazonas,31832.81,1552.0,oitavo décimo,31832.81,30k-40k,412010
57496,2020,SE,Rosário do Catete,31812.35,1553.0,oitavo décimo,31812.35,30k-40k,280610
60742,2020,RS,Torres,31811.28,1554.0,oitavo décimo,31811.28,30k-40k,432150
61223,2020,GO,São João d'Aliança,31803.39,1555.0,oitavo décimo,31803.39,30k-40k,522000
59966,2020,PR,Tapejara,31789.72,1556.0,oitavo décimo,31789.72,30k-40k,412680
58412,2020,MG,Minduri,31779.11,1557.0,oitavo décimo,31779.11,30k-40k,314190
60158,2020,SC,Modelo,31766.54,1558.0,oitavo décimo,31766.54,30k-40k,421090
60275,2020,SC,União do Oeste,31753.56,1559.0,oitavo décimo,31753.56,30k-40k,421885
59742,2020,PR,Imbituva,31752.68,1560.0,oitavo décimo,31752.68,30k-40k,411010
58109,2020,MG,Claraval,31710.19,1561.0,oitavo décimo,31710.19,30k-40k,311640
59468,2020,SP,Santa Cruz da Conceição,31703.34,1562.0,oitavo décimo,31703.34,30k-40k,354620
60774,2020,RS,Viadutos,31690.65,1563.0,oitavo décimo,31690.65,30k-40k,432290
60378,2020,RS,Capitão,31679.19,1564.0,oitavo décimo,31679.19,30k-40k,430469
60019,2020,SC,Atalanta,31674.69,1565.0,oitavo décimo,31674.69,30k-40k,420180
55707,2020,RO,São Miguel do Guaporé,31663.33,1566.0,oitavo décimo,31663.33,30k-40k,110032
58065,2020,MG,Capinópolis,31609.18,1567.0,oitavo décimo,31609.18,30k-40k,311260
59433,2020,SP,Ribeirão Branco,31592.42,1568.0,oitavo décimo,31592.42,30k-40k,354300
60006,2020,SC,Anchieta,31585.7,1569.0,oitavo décimo,31585.7,30k-40k,420080
60707,2020,RS,São Vendelino,31579.26,1570.0,oitavo décimo,31579.26,30k-40k,431975
58482,2020,MG,Paraopeba,31572.39,1571.0,oitavo décimo,31572.39,30k-40k,314740
60621,2020,RS,Pouso Novo,31559.67,1572.0,oitavo décimo,31559.67,30k-40k,431513
60004,2020,SC,Alfredo Wagner,31544.28,1573.0,oitavo décimo,31544.28,30k-40k,420070
56040,2020,TO,Dianópolis,31530.94,1574.0,oitavo décimo,31530.94,30k-40k,170700
59072,2020,SP,Caraguatatuba,31526.24,1575.0,oitavo décimo,31526.24,30k-40k,351050
59914,2020,PR,Salto do Lontra,31512.24,1576.0,oitavo décimo,31512.24,30k-40k,412300
60373,2020,RS,Capão da Canoa,31489.61,1577.0,oitavo décimo,31489.61,30k-40k,430463
60007,2020,SC,Angelina,31486.1,1578.0,oitavo décimo,31486.1,30k-40k,420090
61001,2020,MT,Várzea Grande,31473.39,1579.0,oitavo décimo,31473.39,30k-40k,510840
60086,2020,SC,Fraiburgo,31471.88,1580.0,oitavo décimo,31471.88,30k-40k,420550
58166,2020,MG,Desterro de Entre Rios,31459.47,1581.0,oitavo décimo,31459.47,30k-40k,312140
59605,2020,PR,Alvorada do Sul,31448.37,1582.0,oitavo décimo,31448.37,30k-40k,410080
58954,2020,SP,Aguaí,31446.28,1583.0,oitavo décimo,31446.28,30k-40k,350030
60030,2020,SC,Benedito Novo,31431.74,1584.0,oitavo décimo,31431.74,30k-40k,420220
60211,2020,SC,Rio do Oeste,31425.12,1585.0,oitavo décimo,31425.12,30k-40k,421460
60196,2020,SC,Ponte Alta,31408.08,1586.0,oitavo décimo,31408.08,30k-40k,421330
55833,2020,RR,São João da Baliza,31400.66,1587.0,oitavo décimo,31400.66,30k-40k,140050
58869,2020,RJ,Bom Jardim,31398.53,1588.0,oitavo décimo,31398.53,30k-40k,330050
59647,2020,PR,Cambará,31395.74,1589.0,oitavo décimo,31395.74,30k-40k,410360
55937,2020,PA,Rio Maria,31395.51,1590.0,oitavo décimo,31395.51,30k-40k,150616
60704,2020,RS,São Valentim,31344.69,1591.0,oitavo décimo,31344.69,30k-40k,431970
59449,2020,SP,Roseira,31343.26,1592.0,oitavo décimo,31343.26,30k-40k,354430
55979,2020,PA,Xinguara,31336.01,1593.0,oitavo décimo,31336.01,30k-40k,150840
60537,2020,RS,Mariano Moro,31302.24,1594.0,oitavo décimo,31302.24,30k-40k,431200
58945,2020,RJ,Teresópolis,31301.05,1595.0,oitavo décimo,31301.05,30k-40k,330580
60016,2020,SC,Arroio Trinta,31290.1,1596.0,oitavo décimo,31290.1,30k-40k,420160
59190,2020,SP,Inúbia Paulista,31287.7,1597.0,oitavo décimo,31287.7,30k-40k,352080
59512,2020,SP,São Manuel,31287.58,1598.0,oitavo décimo,31287.58,30k-40k,355010
60750,2020,RS,Três Palmeiras,31268.66,1599.0,oitavo décimo,31268.66,30k-40k,432185
59262,2020,SP,Lucianópolis,31267.95,1600.0,oitavo décimo,31267.95,30k-40k,352750
60678,2020,RS,São João da Urtiga,31261.14,1601.0,oitavo décimo,31261.14,30k-40k,431842
61164,2020,GO,Nerópolis,31243.32,1602.0,oitavo décimo,31243.32,30k-40k,521450
60262,2020,SC,Tigrinhos,31232.16,1603.0,oitavo décimo,31232.16,30k-40k,421795
55696,2020,RO,Ji-Paraná,31210.35,1604.0,oitavo décimo,31210.35,30k-40k,110012
60230,2020,SC,Santiago do Sul,31204.25,1605.0,oitavo décimo,31204.25,30k-40k,421569
60484,2020,RS,Hulha Negra,31201.38,1606.0,oitavo décimo,31201.38,30k-40k,430965
59951,2020,PR,São Pedro do Ivaí,31200.61,1607.0,oitavo décimo,31200.61,30k-40k,412580
59905,2020,PR,Rio Branco do Sul,31198.98,1608.0,oitavo décimo,31198.98,30k-40k,412220
60210,2020,SC,Rio do Campo,31196.33,1609.0,oitavo décimo,31196.33,30k-40k,421450
61008,2020,GO,Abadia de Goiás,31181.96,1610.0,oitavo décimo,31181.96,30k-40k,520005
60687,2020,RS,São José do Sul,31164.58,1611.0,oitavo décimo,31164.58,30k-40k,431861
56867,2020,RN,Pendências,31153.59,1612.0,oitavo décimo,31153.59,30k-40k,240990
57992,2020,MG,Bela Vista de Minas,31152.83,1613.0,oitavo décimo,31152.83,30k-40k,310600
60394,2020,RS,Charqueadas,31141.14,1614.0,oitavo décimo,31141.14,30k-40k,430535
59753,2020,PR,Itambaracá,31137.03,1615.0,oitavo décimo,31137.03,30k-40k,411100
60821,2020,MS,Fátima do Sul,31097.52,1616.0,oitavo décimo,31097.52,30k-40k,500380
60147,2020,SC,Macieira,31091.57,1617.0,oitavo décimo,31091.57,30k-40k,421005
60259,2020,SC,Sul Brasil,31068.44,1618.0,oitavo décimo,31068.44,30k-40k,421775
60401,2020,RS,Colinas,31061.82,1619.0,oitavo décimo,31061.82,30k-40k,430558
59568,2020,SP,Tupã,31059.21,1620.0,oitavo décimo,31059.21,30k-40k,355500
60676,2020,RS,São Gabriel,31028.01,1621.0,oitavo décimo,31028.01,30k-40k,431830
59649,2020,PR,Cambira,31027.22,1622.0,oitavo décimo,31027.22,30k-40k,410380
56823,2020,RN,João Câmara,31013.55,1623.0,oitavo décimo,31013.55,30k-40k,240580
58800,2020,ES,Colatina,30949.91,1624.0,oitavo décimo,30949.91,30k-40k,320150
58306,2020,MG,Itapagipe,30933.73,1625.0,oitavo décimo,30933.73,30k-40k,313340
58376,2020,MG,Luz,30923.55,1626.0,oitavo décimo,30923.55,30k-40k,313880
60924,2020,MT,Juara,30922.88,1627.0,oitavo décimo,30922.88,30k-40k,510510
59851,2020,PR,Paranavaí,30900.39,1628.0,oitavo décimo,30900.39,30k-40k,411840
59003,2020,SP,Avaré,30896.52,1629.0,oitavo décimo,30896.52,30k-40k,350450
56805,2020,RN,Galinhos,30867.27,1630.0,oitavo décimo,30867.27,30k-40k,240410
55852,2020,PA,Bannach,30851.86,1631.0,oitavo décimo,30851.86,30k-40k,150125
55706,2020,RO,Vilhena,30847.95,1632.0,oitavo décimo,30847.95,30k-40k,110030
60569,2020,RS,Nova Pádua,30826.79,1633.0,oitavo décimo,30826.79,30k-40k,431308
60655,2020,RS,Santa Maria,30810.98,1634.0,oitavo décimo,30810.98,30k-40k,431690
60769,2020,RS,Vanini,30802.78,1635.0,oitavo décimo,30802.78,30k-40k,432255
59236,2020,SP,Jardinópolis,30779.9,1636.0,oitavo décimo,30779.9,30k-40k,352510
59903,2020,PR,Rio Bonito do Iguaçu,30762.64,1637.0,oitavo décimo,30762.64,30k-40k,412215
58863,2020,RJ,Areal,30752.45,1638.0,oitavo décimo,30752.45,30k-40k,330022
58966,2020,SP,Álvares Florence,30750.75,1639.0,oitavo décimo,30750.75,30k-40k,350120
60697,2020,RS,São Paulo das Missões,30743.03,1640.0,oitavo décimo,30743.03,30k-40k,431930
60277,2020,SC,Urupema,30738.9,1641.0,oitavo décimo,30738.9,30k-40k,421895
59520,2020,SP,São Simão,30736.27,1642.0,oitavo décimo,30736.27,30k-40k,355090
61147,2020,GO,Matrinchã,30736.11,1643.0,oitavo décimo,30736.11,30k-40k,521295
59828,2020,PR,Nova Esperança,30716.79,1644.0,oitavo décimo,30716.79,30k-40k,411690
59970,2020,PR,Terra Boa,30710.28,1645.0,oitavo décimo,30710.28,30k-40k,412720
60371,2020,RS,Canudos do Vale,30699.77,1646.0,oitavo décimo,30699.77,30k-40k,430461
59540,2020,SP,Taboão da Serra,30692.4,1647.0,oitavo décimo,30692.4,30k-40k,355280
60816,2020,MS,Deodápolis,30688.17,1648.0,oitavo décimo,30688.17,30k-40k,500345
59317,2020,SP,Nhandeara,30672.95,1649.0,oitavo décimo,30672.95,30k-40k,353260
59342,2020,SP,Ourinhos,30644.05,1650.0,oitavo décimo,30644.05,30k-40k,353470
58915,2020,RJ,Pinheiral,30642.95,1651.0,oitavo décimo,30642.95,30k-40k,330395
60296,2020,RS,Alegrete,30635.42,1652.0,oitavo décimo,30635.42,30k-40k,430040
60143,2020,SC,Lindóia do Sul,30621.22,1653.0,oitavo décimo,30621.22,30k-40k,420985
61110,2020,GO,Guarinos,30619.34,1654.0,oitavo décimo,30619.34,30k-40k,520945
59323,2020,SP,Nova Europa,30597.78,1655.0,oitavo décimo,30597.78,30k-40k,353290
60319,2020,RS,Áurea,30580.65,1656.0,oitavo décimo,30580.65,30k-40k,430155
59813,2020,PR,Mato Rico,30568.43,1657.0,oitavo décimo,30568.43,30k-40k,411573
59944,2020,PR,São José da Boa Vista,30567.79,1658.0,oitavo décimo,30567.79,30k-40k,412540
55974,2020,PA,Ulianópolis,30567.53,1659.0,oitavo décimo,30567.53,30k-40k,150812
59106,2020,SP,Divinolândia,30563.69,1660.0,oitavo décimo,30563.69,30k-40k,351390
58879,2020,RJ,Carmo,30557.41,1661.0,oitavo décimo,30557.41,30k-40k,330120
59516,2020,SP,São Pedro do Turvo,30543.88,1662.0,oitavo décimo,30543.88,30k-40k,355050
59682,2020,PR,Coronel Domingos Soares,30537.6,1663.0,oitavo décimo,30537.6,30k-40k,410645
59304,2020,SP,Monte Azul Paulista,30524.56,1664.0,oitavo décimo,30524.56,30k-40k,353150
59173,2020,SP,Ibaté,30521.97,1665.0,oitavo décimo,30521.97,30k-40k,351930
58648,2020,MG,São Gonçalo do Abaeté,30520.01,1666.0,oitavo décimo,30520.01,30k-40k,316170
59726,2020,PR,Guamiranga,30458.93,1667.0,oitavo décimo,30458.93,30k-40k,410895
60447,2020,RS,Estância Velha,30444.78,1668.0,oitavo décimo,30444.78,30k-40k,430760
59678,2020,PR,Conselheiro Mairinck,30444.44,1669.0,oitavo décimo,30444.44,30k-40k,410610
56057,2020,TO,Itapiratins,30439.42,1670.0,oitavo décimo,30439.42,30k-40k,171090
59443,2020,SP,Rinópolis,30432.07,1671.0,oitavo décimo,30432.07,30k-40k,354380
57281,2020,PE,Recife,30427.69,1672.0,sétimo décimo,30427.69,30k-40k,261160
59596,2020,SP,Estiva Gerbi,30424.88,1673.0,sétimo décimo,30424.88,30k-40k,355730
60412,2020,RS,Crissiumal,30375.5,1674.0,sétimo décimo,30375.5,30k-40k,430600
58404,2020,MG,Matozinhos,30372.03,1675.0,sétimo décimo,30372.03,30k-40k,314110
58651,2020,MG,São Gonçalo do Sapucaí,30370.58,1676.0,sétimo décimo,30370.58,30k-40k,316200
59757,2020,PR,Itaúna do Sul,30358.29,1677.0,sétimo décimo,30358.29,30k-40k,411130
59856,2020,PR,Peabiru,30355.93,1678.0,sétimo décimo,30355.93,30k-40k,411880
60818,2020,MS,Douradina,30347.76,1679.0,sétimo décimo,30347.76,30k-40k,500350
60898,2020,MT,Colíder,30326.24,1680.0,sétimo décimo,30326.24,30k-40k,510320
57358,2020,AL,Coruripe,30292.95,1681.0,sétimo décimo,30292.95,30k-40k,270230
58779,2020,MG,Visconde do Rio Branco,30276.85,1682.0,sétimo décimo,30276.85,30k-40k,317200
60226,2020,SC,Santa Rosa de Lima,30252.72,1683.0,sétimo décimo,30252.72,30k-40k,421560
59611,2020,PR,Antonina,30251.42,1684.0,sétimo décimo,30251.42,30k-40k,410120
61143,2020,GO,Mairipotaba,30244.59,1685.0,sétimo décimo,30244.59,30k-40k,521260
59026,2020,SP,Biritiba Mirim,30219.33,1686.0,sétimo décimo,30219.33,30k-40k,350660
60659,2020,RS,Sant'Ana do Livramento,30208.59,1687.0,sétimo décimo,30208.59,30k-40k,431710
60505,2020,RS,Itati,30207.96,1688.0,sétimo décimo,30207.96,30k-40k,431065
60141,2020,SC,Lebon Régis,30207.77,1689.0,sétimo décimo,30207.77,30k-40k,420970
59895,2020,PR,Rebouças,30205.49,1690.0,sétimo décimo,30205.49,30k-40k,412150
60876,2020,MT,Araguaiana,30194.91,1691.0,sétimo décimo,30194.91,30k-40k,510100
60444,2020,RS,Esperança do Sul,30194.03,1692.0,sétimo décimo,30194.03,30k-40k,430745
60037,2020,SC,Bom Jesus do Oeste,30193.14,1693.0,sétimo décimo,30193.14,30k-40k,420257
59541,2020,SP,Taciba,30157.56,1694.0,sétimo décimo,30157.56,30k-40k,355290
59832,2020,PR,Nova Londrina,30135.46,1695.0,sétimo décimo,30135.46,30k-40k,411710
57333,2020,PE,Vitória de Santo Antão,30132.25,1696.0,sétimo décimo,30132.25,30k-40k,261640
60815,2020,MS,Coxim,30123.8,1697.0,sétimo décimo,30123.8,30k-40k,500330
56102,2020,TO,Pugmil,30121.65,1698.0,sétimo décimo,30121.65,30k-40k,171845
60493,2020,RS,Ilópolis,30088.12,1699.0,sétimo décimo,30088.12,30k-40k,431030
59341,2020,SP,Osvaldo Cruz,30084.86,1700.0,sétimo décimo,30084.86,30k-40k,353460
60151,2020,SC,Maracajá,30083.4,1701.0,sétimo décimo,30083.4,30k-40k,421040
59550,2020,SP,Taquaritinga,30074.32,1702.0,sétimo décimo,30074.32,30k-40k,355370
60184,2020,SC,Paulo Lopes,30073.78,1703.0,sétimo décimo,30073.78,30k-40k,421230
57414,2020,AL,Porto de Pedras,30041.65,1704.0,sétimo décimo,30041.65,30k-40k,270740
58288,2020,MG,Iraí de Minas,30034.2,1705.0,sétimo décimo,30034.2,30k-40k,313160
60014,2020,SC,Araranguá,30024.9,1706.0,sétimo décimo,30024.9,30k-40k,420140
59750,2020,PR,Iretama,30019.09,1707.0,sétimo décimo,30019.09,30k-40k,411080
58530,2020,MG,Piumhi,29994.43,1708.0,sétimo décimo,29994.43,20k-30k,315150
59088,2020,SP,Conchal,29987.69,1709.0,sétimo décimo,29987.69,20k-30k,351220
59291,2020,SP,Mirante do Paranapanema,29970.28,1710.0,sétimo décimo,29970.28,20k-30k,353020
60256,2020,SC,Serra Alta,29949.81,1711.0,sétimo décimo,29949.81,20k-30k,421755
59152,2020,SP,Guapiara,29948.85,1712.0,sétimo décimo,29948.85,20k-30k,351760
61054,2020,GO,Caiapônia,29921.85,1713.0,sétimo décimo,29921.85,20k-30k,520440
58185,2020,MG,Dores de Campos,29889.76,1714.0,sétimo décimo,29889.76,20k-30k,312300
59979,2020,PR,Tuneiras do Oeste,29884.99,1715.0,sétimo décimo,29884.99,20k-30k,412790
59489,2020,SP,Santo Antônio do Aracanguá,29881.54,1716.0,sétimo décimo,29881.54,20k-30k,354805
59837,2020,PR,Nova Tebas,29865.44,1717.0,sétimo décimo,29865.44,20k-30k,411727
61013,2020,GO,Água Limpa,29853.12,1718.0,sétimo décimo,29853.12,20k-30k,520020
59677,2020,PR,Congonhinhas,29826.16,1719.0,sétimo décimo,29826.16,20k-30k,410600
56320,2020,MA,São Luís,29823.95,1720.0,sétimo décimo,29823.95,20k-30k,211130
59142,2020,SP,Garça,29822.73,1721.0,sétimo décimo,29822.73,20k-30k,351670
60346,2020,RS,Braga,29802.55,1722.0,sétimo décimo,29802.55,20k-30k,430260
61018,2020,GO,Alto Paraíso de Goiás,29784.01,1723.0,sétimo décimo,29784.01,20k-30k,520060
56773,2020,RN,Baía Formosa,29782.91,1724.0,sétimo décimo,29782.91,20k-30k,240140
60172,2020,SC,Ouro,29781.21,1725.0,sétimo décimo,29781.21,20k-30k,421180
60663,2020,RS,Santiago,29776.46,1726.0,sétimo décimo,29776.46,20k-30k,431740
59191,2020,SP,Ipaussu,29770.07,1727.0,sétimo décimo,29770.07,20k-30k,352090
59862,2020,PR,Pinhalão,29747.08,1728.0,sétimo décimo,29747.08,20k-30k,411920
58396,2020,MG,Martins Soares,29735.68,1729.0,sétimo décimo,29735.68,20k-30k,314053
60072,2020,SC,Cunhataí,29735.44,1730.0,sétimo décimo,29735.44,20k-30k,420475
56393,2020,PI,Caldeirão Grande do Piauí,29732.7,1731.0,sétimo décimo,29732.7,20k-30k,220209
59068,2020,SP,Canitar,29727.28,1732.0,sétimo décimo,29727.28,20k-30k,351015
58908,2020,RJ,Nova Friburgo,29721.91,1733.0,sétimo décimo,29721.91,20k-30k,330340
57455,2020,SE,Estância,29708.5,1734.0,sétimo décimo,29708.5,20k-30k,280210
60632,2020,RS,Restinga Sêca,29697.83,1735.0,sétimo décimo,29697.83,20k-30k,431550
58981,2020,SP,Apiaí,29682.44,1736.0,sétimo décimo,29682.44,20k-30k,350270
59676,2020,PR,Colorado,29678.38,1737.0,sétimo décimo,29678.38,20k-30k,410590
59469,2020,SP,Santa Cruz da Esperança,29654.98,1738.0,sétimo décimo,29654.98,20k-30k,354625
55876,2020,PA,Cumaru do Norte,29652.99,1739.0,sétimo décimo,29652.99,20k-30k,150276
60858,2020,MS,Sete Quedas,29617.7,1740.0,sétimo décimo,29617.7,20k-30k,500770
58846,2020,ES,São Domingos do Norte,29612.66,1741.0,sétimo décimo,29612.66,20k-30k,320465
60150,2020,SC,Major Vieira,29576.35,1742.0,sétimo décimo,29576.35,20k-30k,421030
55996,2020,TO,Abreulândia,29564.14,1743.0,sétimo décimo,29564.14,20k-30k,170025
59824,2020,PR,Nova Aliança do Ivaí,29547.62,1744.0,sétimo décimo,29547.62,20k-30k,411650
59898,2020,PR,Reserva do Iguaçu,29542.89,1745.0,sétimo décimo,29542.89,20k-30k,412175
60784,2020,RS,Vista Gaúcha,29535.17,1746.0,sétimo décimo,29535.17,20k-30k,432370
58102,2020,MG,Centralina,29526.87,1747.0,sétimo décimo,29526.87,20k-30k,311580
58925,2020,RJ,Rio das Flores,29516.65,1748.0,sétimo décimo,29516.65,20k-30k,330450
58930,2020,RJ,São Francisco de Itabapoana,29515.28,1749.0,sétimo décimo,29515.28,20k-30k,330475
59915,2020,PR,Santa Amélia,29472.35,1750.0,sétimo décimo,29472.35,20k-30k,412310
